Freq.	V(n008)/i(v1)
5.71478636671844e+003	(2.39971759775498e+002dB,1.79897914344189e+002°)
5.72796030985806e+003	(2.39971759622993e+002dB,1.79897679014866e+002°)
5.74116462207304e+003	(2.39971759469785e+002dB,1.79897443143070e+002°)
5.75439937337134e+003	(2.39971759315870e+002dB,1.79897206727550e+002°)
5.76766463392227e+003	(2.39971759161244e+002dB,1.79896969767053e+002°)
5.78096047405695e+003	(2.39971759005905e+002dB,1.79896732260323e+002°)
5.79428696426858e+003	(2.39971758849849e+002dB,1.79896494206100e+002°)
5.80764417521288e+003	(2.39971758693072e+002dB,1.79896255603124e+002°)
5.82103217770848e+003	(2.39971758535572e+002dB,1.79896016450128e+002°)
5.83445104273721e+003	(2.39971758377345e+002dB,1.79895776745845e+002°)
5.84790084144457e+003	(2.39971758218388e+002dB,1.79895536489005e+002°)
5.86138164514005e+003	(2.39971758058697e+002dB,1.79895295678333e+002°)
5.87489352529753e+003	(2.39971757898269e+002dB,1.79895054312553e+002°)
5.88843655355565e+003	(2.39971757737101e+002dB,1.79894812390386e+002°)
5.90201080171820e+003	(2.39971757575189e+002dB,1.79894569910549e+002°)
5.91561634175450e+003	(2.39971757412529e+002dB,1.79894326871756e+002°)
5.92925324579975e+003	(2.39971757249119e+002dB,1.79894083272720e+002°)
5.94292158615548e+003	(2.39971757084955e+002dB,1.79893839112149e+002°)
5.95662143528986e+003	(2.39971756920033e+002dB,1.79893594388748e+002°)
5.97035286583812e+003	(2.39971756754350e+002dB,1.79893349101221e+002°)
5.98411595060295e+003	(2.39971756587902e+002dB,1.79893103248266e+002°)
5.99791076255485e+003	(2.39971756420686e+002dB,1.79892856828581e+002°)
6.01173737483253e+003	(2.39971756252698e+002dB,1.79892609840859e+002°)
6.02559586074333e+003	(2.39971756083935e+002dB,1.79892362283791e+002°)
6.03948629376355e+003	(2.39971755914393e+002dB,1.79892114156065e+002°)
6.05340874753888e+003	(2.39971755744069e+002dB,1.79891865456365e+002°)
6.06736329588480e+003	(2.39971755572958e+002dB,1.79891616183373e+002°)
6.08135001278692e+003	(2.39971755401058e+002dB,1.79891366335767e+002°)
6.09536897240143e+003	(2.39971755228365e+002dB,1.79891115912223e+002°)
6.10942024905546e+003	(2.39971755054874e+002dB,1.79890864911414e+002°)
6.12350391724748e+003	(2.39971754880583e+002dB,1.79890613332008e+002°)
6.13762005164768e+003	(2.39971754705487e+002dB,1.79890361172673e+002°)
6.15176872709842e+003	(2.39971754529584e+002dB,1.79890108432071e+002°)
6.16595001861456e+003	(2.39971754352868e+002dB,1.79889855108862e+002°)
6.18016400138390e+003	(2.39971754175337e+002dB,1.79889601201704e+002°)
6.19441075076755e+003	(2.39971753996986e+002dB,1.79889346709251e+002°)
6.20869034230037e+003	(2.39971753817813e+002dB,1.79889091630154e+002°)
6.22300285169133e+003	(2.39971753637812e+002dB,1.79888835963059e+002°)
6.23734835482393e+003	(2.39971753456981e+002dB,1.79888579706613e+002°)
6.25172692775659e+003	(2.39971753275315e+002dB,1.79888322859457e+002°)
6.26613864672309e+003	(2.39971753092811e+002dB,1.79888065420228e+002°)
6.28058358813291e+003	(2.39971752909464e+002dB,1.79887807387563e+002°)
6.29506182857171e+003	(2.39971752725272e+002dB,1.79887548760094e+002°)
6.30957344480166e+003	(2.39971752540229e+002dB,1.79887289536448e+002°)
6.32411851376192e+003	(2.39971752354332e+002dB,1.79887029715254e+002°)
6.33869711256900e+003	(2.39971752167577e+002dB,1.79886769295132e+002°)
6.35330931851716e+003	(2.39971751979961e+002dB,1.79886508274702e+002°)
6.36795520907888e+003	(2.39971751791478e+002dB,1.79886246652581e+002°)
6.38263486190521e+003	(2.39971751602126e+002dB,1.79885984427382e+002°)
6.39734835482620e+003	(2.39971751411899e+002dB,1.79885721597715e+002°)
6.41209576585134e+003	(2.39971751220795e+002dB,1.79885458162187e+002°)
6.42687717316992e+003	(2.39971751028809e+002dB,1.79885194119400e+002°)
6.44169265515149e+003	(2.39971750835937e+002dB,1.79884929467956e+002°)
6.45654229034627e+003	(2.39971750642174e+002dB,1.79884664206451e+002°)
6.47142615748555e+003	(2.39971750447518e+002dB,1.79884398333479e+002°)
6.48634433548210e+003	(2.39971750251963e+002dB,1.79884131847631e+002°)
6.50129690343062e+003	(2.39971750055505e+002dB,1.79883864747494e+002°)
6.51628394060814e+003	(2.39971749858141e+002dB,1.79883597031652e+002°)
6.53130552647444e+003	(2.39971749659866e+002dB,1.79883328698687e+002°)
6.54636174067246e+003	(2.39971749460676e+002dB,1.79883059747175e+002°)
6.56145266302877e+003	(2.39971749260566e+002dB,1.79882790175691e+002°)
6.57657837355392e+003	(2.39971749059534e+002dB,1.79882519982806e+002°)
6.59173895244292e+003	(2.39971748857573e+002dB,1.79882249167087e+002°)
6.60693448007567e+003	(2.39971748654680e+002dB,1.79881977727100e+002°)
6.62216503701733e+003	(2.39971748450851e+002dB,1.79881705661404e+002°)
6.63743070401879e+003	(2.39971748246081e+002dB,1.79881432968558e+002°)
6.65273156201712e+003	(2.39971748040366e+002dB,1.79881159647117e+002°)
6.66806769213592e+003	(2.39971747833702e+002dB,1.79880885695631e+002°)
6.68343917568585e+003	(2.39971747626084e+002dB,1.79880611112648e+002°)
6.69884609416497e+003	(2.39971747417508e+002dB,1.79880335896713e+002°)
6.71428852925922e+003	(2.39971747207969e+002dB,1.79880060046366e+002°)
6.72976656284288e+003	(2.39971746997463e+002dB,1.79879783560146e+002°)
6.74528027697892e+003	(2.39971746785986e+002dB,1.79879506436587e+002°)
6.76082975391951e+003	(2.39971746573532e+002dB,1.79879228674219e+002°)
6.77641507610645e+003	(2.39971746360098e+002dB,1.79878950271571e+002°)
6.79203632617154e+003	(2.39971746145679e+002dB,1.79878671227166e+002°)
6.80769358693711e+003	(2.39971745930271e+002dB,1.79878391539526e+002°)
6.82338694141639e+003	(2.39971745713869e+002dB,1.79878111207167e+002°)
6.83911647281398e+003	(2.39971745496467e+002dB,1.79877830228604e+002°)
6.85488226452631e+003	(2.39971745278063e+002dB,1.79877548602347e+002°)
6.87068440014201e+003	(2.39971745058650e+002dB,1.79877266326904e+002°)
6.88652296344245e+003	(2.39971744838225e+002dB,1.79876983400777e+002°)
6.90239803840211e+003	(2.39971744616783e+002dB,1.79876699822468e+002°)
6.91830970918905e+003	(2.39971744394318e+002dB,1.79876415590473e+002°)
6.93425806016538e+003	(2.39971744170827e+002dB,1.79876130703285e+002°)
6.95024317588765e+003	(2.39971743946305e+002dB,1.79875845159394e+002°)
6.96626514110737e+003	(2.39971743720746e+002dB,1.79875558957287e+002°)
6.98232404077140e+003	(2.39971743494147e+002dB,1.79875272095446e+002°)
6.99841996002242e+003	(2.39971743266501e+002dB,1.79874984572351e+002°)
7.01455298419939e+003	(2.39971743037805e+002dB,1.79874696386477e+002°)
7.03072319883801e+003	(2.39971742808054e+002dB,1.79874407536297e+002°)
7.04693068967115e+003	(2.39971742577242e+002dB,1.79874118020280e+002°)
7.06317554262930e+003	(2.39971742345365e+002dB,1.79873827836892e+002°)
7.07945784384105e+003	(2.39971742112418e+002dB,1.79873536984593e+002°)
7.09577767963356e+003	(2.39971741878396e+002dB,1.79873245461842e+002°)
7.11213513653296e+003	(2.39971741643294e+002dB,1.79872953267093e+002°)
7.12853030126487e+003	(2.39971741407107e+002dB,1.79872660398799e+002°)
7.14496326075480e+003	(2.39971741169830e+002dB,1.79872366855406e+002°)
7.16143410212869e+003	(2.39971740931458e+002dB,1.79872072635358e+002°)
7.17794291271329e+003	(2.39971740691986e+002dB,1.79871777737096e+002°)
7.19448978003666e+003	(2.39971740451408e+002dB,1.79871482159057e+002°)
7.21107479182866e+003	(2.39971740209721e+002dB,1.79871185899673e+002°)
7.22769803602137e+003	(2.39971739966918e+002dB,1.79870888957375e+002°)
7.24435960074957e+003	(2.39971739722994e+002dB,1.79870591330588e+002°)
7.26105957435121e+003	(2.39971739477945e+002dB,1.79870293017734e+002°)
7.27779804536790e+003	(2.39971739231765e+002dB,1.79869994017233e+002°)
7.29457510254535e+003	(2.39971738984449e+002dB,1.79869694327498e+002°)
7.31139083483383e+003	(2.39971738735991e+002dB,1.79869393946943e+002°)
7.32824533138870e+003	(2.39971738486387e+002dB,1.79869092873974e+002°)
7.34513868157081e+003	(2.39971738235631e+002dB,1.79868791106996e+002°)
7.36207097494702e+003	(2.39971737983718e+002dB,1.79868488644408e+002°)
7.37904230129067e+003	(2.39971737730642e+002dB,1.79868185484608e+002°)
7.39605275058203e+003	(2.39971737476398e+002dB,1.79867881625988e+002°)
7.41310241300883e+003	(2.39971737220981e+002dB,1.79867577066939e+002°)
7.43019137896667e+003	(2.39971736964385e+002dB,1.79867271805845e+002°)
7.44731973905954e+003	(2.39971736706605e+002dB,1.79866965841088e+002°)
7.46448758410032e+003	(2.39971736447635e+002dB,1.79866659171047e+002°)
7.48169500511119e+003	(2.39971736187470e+002dB,1.79866351794096e+002°)
7.49894209332421e+003	(2.39971735926105e+002dB,1.79866043708605e+002°)
7.51622894018170e+003	(2.39971735663533e+002dB,1.79865734912942e+002°)
7.53355563733682e+003	(2.39971735399750e+002dB,1.79865425405470e+002°)
7.55092227665398e+003	(2.39971735134749e+002dB,1.79865115184547e+002°)
7.56832895020939e+003	(2.39971734868526e+002dB,1.79864804248531e+002°)
7.58577575029148e+003	(2.39971734601073e+002dB,1.79864492595771e+002°)
7.60326276940146e+003	(2.39971734332387e+002dB,1.79864180224618e+002°)
7.62079010025376e+003	(2.39971734062461e+002dB,1.79863867133413e+002°)
7.63835783577655e+003	(2.39971733791288e+002dB,1.79863553320499e+002°)
7.65596606911220e+003	(2.39971733518865e+002dB,1.79863238784212e+002°)
7.67361489361783e+003	(2.39971733245184e+002dB,1.79862923522883e+002°)
7.69130440286573e+003	(2.39971732970240e+002dB,1.79862607534844e+002°)
7.70903469064394e+003	(2.39971732694028e+002dB,1.79862290818417e+002°)
7.72680585095666e+003	(2.39971732416541e+002dB,1.79861973371925e+002°)
7.74461797802482e+003	(2.39971732137773e+002dB,1.79861655193684e+002°)
7.76247116628655e+003	(2.39971731857719e+002dB,1.79861336282009e+002°)
7.78036551039767e+003	(2.39971731576372e+002dB,1.79861016635209e+002°)
7.79830110523222e+003	(2.39971731293727e+002dB,1.79860696251588e+002°)
7.81627804588292e+003	(2.39971731009778e+002dB,1.79860375129451e+002°)
7.83429642766174e+003	(2.39971730724518e+002dB,1.79860053267093e+002°)
7.85235634610034e+003	(2.39971730437942e+002dB,1.79859730662809e+002°)
7.87045789695061e+003	(2.39971730150043e+002dB,1.79859407314889e+002°)
7.88860117618517e+003	(2.39971729860816e+002dB,1.79859083221619e+002°)
7.90678627999787e+003	(2.39971729570254e+002dB,1.79858758381280e+002°)
7.92501330480434e+003	(2.39971729278351e+002dB,1.79858432792153e+002°)
7.94328234724243e+003	(2.39971728985101e+002dB,1.79858106452509e+002°)
7.96159350417280e+003	(2.39971728690497e+002dB,1.79857779360620e+002°)
7.97994687267938e+003	(2.39971728394535e+002dB,1.79857451514752e+002°)
7.99834255006990e+003	(2.39971728097206e+002dB,1.79857122913167e+002°)
8.01678063387640e+003	(2.39971727798505e+002dB,1.79856793554123e+002°)
8.03526122185579e+003	(2.39971727498426e+002dB,1.79856463435874e+002°)
8.05378441199028e+003	(2.39971727196962e+002dB,1.79856132556671e+002°)
8.07235030248799e+003	(2.39971726894107e+002dB,1.79855800914760e+002°)
8.09095899178343e+003	(2.39971726589855e+002dB,1.79855468508383e+002°)
8.10961057853802e+003	(2.39971726284198e+002dB,1.79855135335777e+002°)
8.12830516164060e+003	(2.39971725977131e+002dB,1.79854801395178e+002°)
8.14704284020800e+003	(2.39971725668646e+002dB,1.79854466684814e+002°)
8.16582371358553e+003	(2.39971725358738e+002dB,1.79854131202911e+002°)
8.18464788134750e+003	(2.39971725047400e+002dB,1.79853794947693e+002°)
8.20351544329778e+003	(2.39971724734626e+002dB,1.79853457917375e+002°)
8.22242649947031e+003	(2.39971724420407e+002dB,1.79853120110172e+002°)
8.24138115012962e+003	(2.39971724104739e+002dB,1.79852781524293e+002°)
8.26037949577139e+003	(2.39971723787614e+002dB,1.79852442157944e+002°)
8.27942163712294e+003	(2.39971723469026e+002dB,1.79852102009325e+002°)
8.29850767514382e+003	(2.39971723148968e+002dB,1.79851761076633e+002°)
8.31763771102631e+003	(2.39971722827432e+002dB,1.79851419358062e+002°)
8.33681184619594e+003	(2.39971722504413e+002dB,1.79851076851801e+002°)
8.35603018231207e+003	(2.39971722179903e+002dB,1.79850733556033e+002°)
8.37529282126842e+003	(2.39971721853895e+002dB,1.79850389468939e+002°)
8.39459986519356e+003	(2.39971721526384e+002dB,1.79850044588696e+002°)
8.41395141645154e+003	(2.39971721197360e+002dB,1.79849698913475e+002°)
8.43334757764234e+003	(2.39971720866819e+002dB,1.79849352441444e+002°)
8.45278845160249e+003	(2.39971720534752e+002dB,1.79849005170767e+002°)
8.47227414140555e+003	(2.39971720201153e+002dB,1.79848657099602e+002°)
8.49180475036272e+003	(2.39971719866014e+002dB,1.79848308226106e+002°)
8.51138038202335e+003	(2.39971719529329e+002dB,1.79847958548428e+002°)
8.53100114017548e+003	(2.39971719191090e+002dB,1.79847608064716e+002°)
8.55066712884641e+003	(2.39971718851290e+002dB,1.79847256773111e+002°)
8.57037845230328e+003	(2.39971718509923e+002dB,1.79846904671752e+002°)
8.59013521505353e+003	(2.39971718166980e+002dB,1.79846551758772e+002°)
8.60993752184558e+003	(2.39971717822454e+002dB,1.79846198032301e+002°)
8.62978547766928e+003	(2.39971717476339e+002dB,1.79845843490464e+002°)
8.64967918775651e+003	(2.39971717128626e+002dB,1.79845488131382e+002°)
8.66961875758174e+003	(2.39971716779309e+002dB,1.79845131953171e+002°)
8.68960429286259e+003	(2.39971716428380e+002dB,1.79844774953943e+002°)
8.70963589956038e+003	(2.39971716075831e+002dB,1.79844417131806e+002°)
8.72971368388068e+003	(2.39971715721656e+002dB,1.79844058484863e+002°)
8.74983775227393e+003	(2.39971715365846e+002dB,1.79843699011214e+002°)
8.77000821143591e+003	(2.39971715008394e+002dB,1.79843338708954e+002°)
8.79022516830841e+003	(2.39971714649293e+002dB,1.79842977576171e+002°)
8.81048873007970e+003	(2.39971714288535e+002dB,1.79842615610953e+002°)
8.83079900418519e+003	(2.39971713926112e+002dB,1.79842252811381e+002°)
8.85115609830791e+003	(2.39971713562017e+002dB,1.79841889175532e+002°)
8.87156012037917e+003	(2.39971713196241e+002dB,1.79841524701478e+002°)
8.89201117857904e+003	(2.39971712828778e+002dB,1.79841159387288e+002°)
8.91250938133701e+003	(2.39971712459619e+002dB,1.79840793231025e+002°)
8.93305483733251e+003	(2.39971712088756e+002dB,1.79840426230749e+002°)
8.95364765549549e+003	(2.39971711716182e+002dB,1.79840058384514e+002°)
8.97428794500703e+003	(2.39971711341889e+002dB,1.79839689690371e+002°)
8.99497581529990e+003	(2.39971710965869e+002dB,1.79839320146365e+002°)
9.01571137605912e+003	(2.39971710588113e+002dB,1.79838949750539e+002°)
9.03649473722256e+003	(2.39971710208615e+002dB,1.79838578500928e+002°)
9.05732600898155e+003	(2.39971709827365e+002dB,1.79838206395565e+002°)
9.07820530178140e+003	(2.39971709444356e+002dB,1.79837833432478e+002°)
9.09913272632206e+003	(2.39971709059580e+002dB,1.79837459609690e+002°)
9.12010839355864e+003	(2.39971708673028e+002dB,1.79837084925219e+002°)
9.14113241470204e+003	(2.39971708284692e+002dB,1.79836709377080e+002°)
9.16220490121953e+003	(2.39971707894564e+002dB,1.79836332963283e+002°)
9.18332596483535e+003	(2.39971707502637e+002dB,1.79835955681831e+002°)
9.20449571753125e+003	(2.39971707108900e+002dB,1.79835577530726e+002°)
9.22571427154717e+003	(2.39971706713347e+002dB,1.79835198507964e+002°)
9.24698173938176e+003	(2.39971706315969e+002dB,1.79834818611535e+002°)
9.26829823379302e+003	(2.39971705916756e+002dB,1.79834437839425e+002°)
9.28966386779889e+003	(2.39971705515702e+002dB,1.79834056189617e+002°)
9.31107875467783e+003	(2.39971705112797e+002dB,1.79833673660089e+002°)
9.33254300796944e+003	(2.39971704708033e+002dB,1.79833290248811e+002°)
9.35405674147504e+003	(2.39971704301402e+002dB,1.79832905953753e+002°)
9.37562006925833e+003	(2.39971703892893e+002dB,1.79832520772878e+002°)
9.39723310564590e+003	(2.39971703482500e+002dB,1.79832134704144e+002°)
9.41889596522793e+003	(2.39971703070213e+002dB,1.79831747745504e+002°)
9.44060876285875e+003	(2.39971702656024e+002dB,1.79831359894908e+002°)
9.46237161365745e+003	(2.39971702239924e+002dB,1.79830971150301e+002°)
9.48418463300849e+003	(2.39971701821903e+002dB,1.79830581509621e+002°)
9.50604793656233e+003	(2.39971701401954e+002dB,1.79830190970805e+002°)
9.52796164023603e+003	(2.39971700980067e+002dB,1.79829799531781e+002°)
9.54992586021387e+003	(2.39971700556233e+002dB,1.79829407190475e+002°)
9.57194071294795e+003	(2.39971700130443e+002dB,1.79829013944808e+002°)
9.59400631515884e+003	(2.39971699702689e+002dB,1.79828619792696e+002°)
9.61612278383615e+003	(2.39971699272961e+002dB,1.79828224732050e+002°)
9.63829023623921e+003	(2.39971698841250e+002dB,1.79827828760775e+002°)
9.66050878989764e+003	(2.39971698407547e+002dB,1.79827431876773e+002°)
9.68277856261199e+003	(2.39971697971843e+002dB,1.79827034077941e+002°)
9.70509967245440e+003	(2.39971697534128e+002dB,1.79826635362170e+002°)
9.72747223776915e+003	(2.39971697094394e+002dB,1.79826235727348e+002°)
9.74989637717337e+003	(2.39971696652630e+002dB,1.79825835171355e+002°)
9.77237220955760e+003	(2.39971696208828e+002dB,1.79825433692070e+002°)
9.79489985408648e+003	(2.39971695762979e+002dB,1.79825031287364e+002°)
9.81747943019934e+003	(2.39971695315072e+002dB,1.79824627955105e+002°)
9.84011105761083e+003	(2.39971694865098e+002dB,1.79824223693154e+002°)
9.86279485631159e+003	(2.39971694413048e+002dB,1.79823818499371e+002°)
9.88553094656888e+003	(2.39971693958913e+002dB,1.79823412371606e+002°)
9.90831944892716e+003	(2.39971693502681e+002dB,1.79823005307707e+002°)
9.93116048420882e+003	(2.39971693044345e+002dB,1.79822597305518e+002°)
9.95405417351475e+003	(2.39971692583894e+002dB,1.79822188362875e+002°)
9.97700063822501e+003	(2.39971692121318e+002dB,1.79821778477612e+002°)
9.99999999999948e+003	(2.39971691656608e+002dB,1.79821367647556e+002°)
1.00230523807785e+004	(2.39971691189753e+002dB,1.79820955870530e+002°)
1.00461579027834e+004	(2.39971690720745e+002dB,1.79820543144351e+002°)
1.00693166885175e+004	(2.39971690249572e+002dB,1.79820129466832e+002°)
1.00925288607663e+004	(2.39971689776226e+002dB,1.79819714835781e+002°)
1.01157945425985e+004	(2.39971689300695e+002dB,1.79819299248999e+002°)
1.01391138573663e+004	(2.39971688822970e+002dB,1.79818882704286e+002°)
1.01624869287064e+004	(2.39971688343041e+002dB,1.79818465199432e+002°)
1.01859138805406e+004	(2.39971687860897e+002dB,1.79818046732226e+002°)
1.02093948370763e+004	(2.39971687376529e+002dB,1.79817627300449e+002°)
1.02329299228070e+004	(2.39971686889926e+002dB,1.79817206901879e+002°)
1.02565192625135e+004	(2.39971686401077e+002dB,1.79816785534288e+002°)
1.02801629812642e+004	(2.39971685909973e+002dB,1.79816363195442e+002°)
1.03038612044156e+004	(2.39971685416603e+002dB,1.79815939883103e+002°)
1.03276140576134e+004	(2.39971684920957e+002dB,1.79815515595028e+002°)
1.03514216667929e+004	(2.39971684423024e+002dB,1.79815090328968e+002°)
1.03752841581796e+004	(2.39971683922793e+002dB,1.79814664082670e+002°)
1.03992016582900e+004	(2.39971683420254e+002dB,1.79814236853874e+002°)
1.04231742939325e+004	(2.39971682915397e+002dB,1.79813808640316e+002°)
1.04472021922074e+004	(2.39971682408210e+002dB,1.79813379439727e+002°)
1.04712854805084e+004	(2.39971681898683e+002dB,1.79812949249833e+002°)
1.04954242865227e+004	(2.39971681386805e+002dB,1.79812518068353e+002°)
1.05196187382317e+004	(2.39971680872565e+002dB,1.79812085893002e+002°)
1.05438689639120e+004	(2.39971680355952e+002dB,1.79811652721490e+002°)
1.05681750921360e+004	(2.39971679836956e+002dB,1.79811218551521e+002°)
1.05925372517723e+004	(2.39971679315565e+002dB,1.79810783380795e+002°)
1.06169555719867e+004	(2.39971678791769e+002dB,1.79810347207005e+002°)
1.06414301822426e+004	(2.39971678265556e+002dB,1.79809910027839e+002°)
1.06659612123020e+004	(2.39971677736915e+002dB,1.79809471840982e+002°)
1.06905487922260e+004	(2.39971677205835e+002dB,1.79809032644109e+002°)
1.07151930523755e+004	(2.39971676672304e+002dB,1.79808592434895e+002°)
1.07398941234119e+004	(2.39971676136312e+002dB,1.79808151211006e+002°)
1.07646521362978e+004	(2.39971675597847e+002dB,1.79807708970104e+002°)
1.07894672222977e+004	(2.39971675056897e+002dB,1.79807265709845e+002°)
1.08143395129788e+004	(2.39971674513452e+002dB,1.79806821427880e+002°)
1.08392691402115e+004	(2.39971673967499e+002dB,1.79806376121854e+002°)
1.08642562361701e+004	(2.39971673419027e+002dB,1.79805929789408e+002°)
1.08893009333337e+004	(2.39971672868025e+002dB,1.79805482428177e+002°)
1.09144033644870e+004	(2.39971672314481e+002dB,1.79805034035790e+002°)
1.09395636627203e+004	(2.39971671758382e+002dB,1.79804584609869e+002°)
1.09647819614313e+004	(2.39971671199718e+002dB,1.79804134148035e+002°)
1.09900583943246e+004	(2.39971670638476e+002dB,1.79803682647899e+002°)
1.10153930954136e+004	(2.39971670074645e+002dB,1.79803230107069e+002°)
1.10407861990201e+004	(2.39971669508213e+002dB,1.79802776523147e+002°)
1.10662378397761e+004	(2.39971668939167e+002dB,1.79802321893728e+002°)
1.10917481526234e+004	(2.39971668367496e+002dB,1.79801866216405e+002°)
1.11173172728153e+004	(2.39971667793187e+002dB,1.79801409488761e+002°)
1.11429453359167e+004	(2.39971667216228e+002dB,1.79800951708377e+002°)
1.11686324778050e+004	(2.39971666636608e+002dB,1.79800492872826e+002°)
1.11943788346709e+004	(2.39971666054313e+002dB,1.79800032979678e+002°)
1.12201845430190e+004	(2.39971665469332e+002dB,1.79799572026494e+002°)
1.12460497396687e+004	(2.39971664881652e+002dB,1.79799110010833e+002°)
1.12719745617545e+004	(2.39971664291260e+002dB,1.79798646930246e+002°)
1.12979591467274e+004	(2.39971663698145e+002dB,1.79798182782278e+002°)
1.13240036323550e+004	(2.39971663102293e+002dB,1.79797717564471e+002°)
1.13501081567225e+004	(2.39971662503693e+002dB,1.79797251274359e+002°)
1.13762728582337e+004	(2.39971661902330e+002dB,1.79796783909471e+002°)
1.14024978756111e+004	(2.39971661298193e+002dB,1.79796315467330e+002°)
1.14287833478971e+004	(2.39971660691269e+002dB,1.79795845945454e+002°)
1.14551294144547e+004	(2.39971660081545e+002dB,1.79795375341355e+002°)
1.14815362149682e+004	(2.39971659469008e+002dB,1.79794903652539e+002°)
1.15080038894437e+004	(2.39971658853644e+002dB,1.79794430876507e+002°)
1.15345325782103e+004	(2.39971658235442e+002dB,1.79793957010753e+002°)
1.15611224219203e+004	(2.39971657614388e+002dB,1.79793482052766e+002°)
1.15877735615506e+004	(2.39971656990468e+002dB,1.79793006000029e+002°)
1.16144861384028e+004	(2.39971656363670e+002dB,1.79792528850020e+002°)
1.16412602941043e+004	(2.39971655733980e+002dB,1.79792050600210e+002°)
1.16680961706090e+004	(2.39971655101386e+002dB,1.79791571248065e+002°)
1.16949939101981e+004	(2.39971654465872e+002dB,1.79791090791044e+002°)
1.17219536554807e+004	(2.39971653827427e+002dB,1.79790609226603e+002°)
1.17489755493946e+004	(2.39971653186036e+002dB,1.79790126552188e+002°)
1.17760597352074e+004	(2.39971652541687e+002dB,1.79789642765242e+002°)
1.18032063565166e+004	(2.39971651894364e+002dB,1.79789157863202e+002°)
1.18304155572510e+004	(2.39971651244056e+002dB,1.79788671843499e+002°)
1.18576874816709e+004	(2.39971650590747e+002dB,1.79788184703555e+002°)
1.18850222743695e+004	(2.39971649934424e+002dB,1.79787696440792e+002°)
1.19124200802731e+004	(2.39971649275073e+002dB,1.79787207052620e+002°)
1.19398810446421e+004	(2.39971648612681e+002dB,1.79786716536447e+002°)
1.19674053130718e+004	(2.39971647947232e+002dB,1.79786224889674e+002°)
1.19949930314931e+004	(2.39971647278714e+002dB,1.79785732109696e+002°)
1.20226443461735e+004	(2.39971646607112e+002dB,1.79785238193900e+002°)
1.20503594037173e+004	(2.39971645932411e+002dB,1.79784743139671e+002°)
1.20781383510671e+004	(2.39971645254598e+002dB,1.79784246944384e+002°)
1.21059813355041e+004	(2.39971644573657e+002dB,1.79783749605411e+002°)
1.21338885046491e+004	(2.39971643889576e+002dB,1.79783251120117e+002°)
1.21618600064630e+004	(2.39971643202338e+002dB,1.79782751485859e+002°)
1.21898959892480e+004	(2.39971642511931e+002dB,1.79782250699990e+002°)
1.22179966016480e+004	(2.39971641818338e+002dB,1.79781748759857e+002°)
1.22461619926498e+004	(2.39971641121545e+002dB,1.79781245662801e+002°)
1.22743923115834e+004	(2.39971640421538e+002dB,1.79780741406155e+002°)
1.23026877081231e+004	(2.39971639718302e+002dB,1.79780235987247e+002°)
1.23310483322884e+004	(2.39971639011821e+002dB,1.79779729403399e+002°)
1.23594743344444e+004	(2.39971638302082e+002dB,1.79779221651928e+002°)
1.23879658653030e+004	(2.39971637589068e+002dB,1.79778712730142e+002°)
1.24165230759234e+004	(2.39971636872765e+002dB,1.79778202635346e+002°)
1.24451461177131e+004	(2.39971636153158e+002dB,1.79777691364835e+002°)
1.24738351424287e+004	(2.39971635430231e+002dB,1.79777178915902e+002°)
1.25025903021765e+004	(2.39971634703969e+002dB,1.79776665285830e+002°)
1.25314117494134e+004	(2.39971633974357e+002dB,1.79776150471899e+002°)
1.25602996369480e+004	(2.39971633241379e+002dB,1.79775634471381e+002°)
1.25892541179410e+004	(2.39971632505020e+002dB,1.79775117281541e+002°)
1.26182753459060e+004	(2.39971631765264e+002dB,1.79774598899639e+002°)
1.26473634747108e+004	(2.39971631022095e+002dB,1.79774079322928e+002°)
1.26765186585777e+004	(2.39971630275498e+002dB,1.79773558548656e+002°)
1.27057410520847e+004	(2.39971629525457e+002dB,1.79773036574063e+002°)
1.27350308101659e+004	(2.39971628771957e+002dB,1.79772513396384e+002°)
1.27643880881127e+004	(2.39971628014980e+002dB,1.79771989012846e+002°)
1.27938130415745e+004	(2.39971627254511e+002dB,1.79771463420670e+002°)
1.28233058265595e+004	(2.39971626490535e+002dB,1.79770936617073e+002°)
1.28528665994354e+004	(2.39971625723034e+002dB,1.79770408599263e+002°)
1.28824955169306e+004	(2.39971624951993e+002dB,1.79769879364441e+002°)
1.29121927361346e+004	(2.39971624177395e+002dB,1.79769348909805e+002°)
1.29419584144991e+004	(2.39971623399224e+002dB,1.79768817232544e+002°)
1.29717927098388e+004	(2.39971622617464e+002dB,1.79768284329840e+002°)
1.30016957803322e+004	(2.39971621832097e+002dB,1.79767750198869e+002°)
1.30316677845222e+004	(2.39971621043108e+002dB,1.79767214836803e+002°)
1.30617088813177e+004	(2.39971620250479e+002dB,1.79766678240804e+002°)
1.30918192299933e+004	(2.39971619454194e+002dB,1.79766140408030e+002°)
1.31219989901913e+004	(2.39971618654235e+002dB,1.79765601335631e+002°)
1.31522483219216e+004	(2.39971617850587e+002dB,1.79765061020750e+002°)
1.31825673855633e+004	(2.39971617043232e+002dB,1.79764519460525e+002°)
1.32129563418650e+004	(2.39971616232153e+002dB,1.79763976652086e+002°)
1.32434153519459e+004	(2.39971615417332e+002dB,1.79763432592559e+002°)
1.32739445772966e+004	(2.39971614598753e+002dB,1.79762887279059e+002°)
