Freq.,Vvin/iv3
4.85288500162103e+003,2.39971768988474e+002,1.79913310729290e+002
4.86407205691444e+003,2.39971768878491e+002,1.79913110891355e+002
4.87528490103368e+003,2.39971768768000e+002,1.79912910592756e+002
4.88652359342816e+003,2.39971768656999e+002,1.79912709832431e+002
4.89778819368428e+003,2.39971768545485e+002,1.79912508609316e+002
4.90907876152585e+003,2.39971768433457e+002,1.79912306922345e+002
4.92039535681433e+003,2.39971768320912e+002,1.79912104770447e+002
4.93173803954917e+003,2.39971768207847e+002,1.79911902152552e+002
4.94310686986817e+003,2.39971768094261e+002,1.79911699067585e+002
4.95450190804772e+003,2.39971767980150e+002,1.79911495514470e+002
4.96592321450317e+003,2.39971767865513e+002,1.79911291492127e+002
4.97737084978917e+003,2.39971767750347e+002,1.79911086999475e+002
4.98884487459993e+003,2.39971767634649e+002,1.79910882035429e+002
5.00034534976960e+003,2.39971767518417e+002,1.79910676598904e+002
5.01187233627253e+003,2.39971767401648e+002,1.79910470688810e+002
5.02342589522368e+003,2.39971767284341e+002,1.79910264304055e+002
5.03500608787886e+003,2.39971767166492e+002,1.79910057443545e+002
5.04661297563509e+003,2.39971767048099e+002,1.79909850106184e+002
5.05824662003095e+003,2.39971766929160e+002,1.79909642290873e+002
5.06990708274685e+003,2.39971766809672e+002,1.79909433996509e+002
5.08159442560541e+003,2.39971766689633e+002,1.79909225221989e+002
5.09330871057176e+003,2.39971766569039e+002,1.79909015966205e+002
5.10504999975387e+003,2.39971766447889e+002,1.79908806228049e+002
5.11681835540288e+003,2.39971766326179e+002,1.79908596006408e+002
5.12861383991345e+003,2.39971766203908e+002,1.79908385300168e+002
5.14043651582406e+003,2.39971766081073e+002,1.79908174108212e+002
5.15228644581737e+003,2.39971765957671e+002,1.79907962429420e+002
5.16416369272051e+003,2.39971765833699e+002,1.79907750262671e+002
5.17606831950548e+003,2.39971765709155e+002,1.79907537606839e+002
5.18800038928941e+003,2.39971765584036e+002,1.79907324460797e+002
5.19995996533496e+003,2.39971765458339e+002,1.79907110823415e+002
5.21194711105060e+003,2.39971765332063e+002,1.79906896693560e+002
5.22396188999100e+003,2.39971765205203e+002,1.79906682070098e+002
5.23600436585730e+003,2.39971765077758e+002,1.79906466951890e+002
5.24807460249752e+003,2.39971764949725e+002,1.79906251337797e+002
5.26017266390686e+003,2.39971764821101e+002,1.79906035226674e+002
5.27229861422802e+003,2.39971764691884e+002,1.79905818617377e+002
5.28445251775160e+003,2.39971764562070e+002,1.79905601508757e+002
5.29663443891637e+003,2.39971764431657e+002,1.79905383899663e+002
5.30884444230968e+003,2.39971764300641e+002,1.79905165788941e+002
5.32108259266774e+003,2.39971764169022e+002,1.79904947175435e+002
5.33334895487600e+003,2.39971764036794e+002,1.79904728057987e+002
5.34564359396951e+003,2.39971763903957e+002,1.79904508435435e+002
5.35796657513321e+003,2.39971763770506e+002,1.79904288306613e+002
5.37031796370232e+003,2.39971763636440e+002,1.79904067670356e+002
5.38269782516267e+003,2.39971763501754e+002,1.79903846525494e+002
5.39510622515107e+003,2.39971763366448e+002,1.79903624870854e+002
5.40754322945560e+003,2.39971763230516e+002,1.79903402705261e+002
5.42000890401603e+003,2.39971763093957e+002,1.79903180027538e+002
5.43250331492412e+003,2.39971762956768e+002,1.79902956836503e+002
5.44502652842400e+003,2.39971762818946e+002,1.79902733130975e+002
5.45757861091249e+003,2.39971762680488e+002,1.79902508909766e+002
5.47015962893950e+003,2.39971762541390e+002,1.79902284171689e+002
5.48276964920832e+003,2.39971762401651e+002,1.79902058915551e+002
5.49540873857603e+003,2.39971762261267e+002,1.79901833140159e+002
5.50807696405382e+003,2.39971762120234e+002,1.79901606844316e+002
5.52077439280736e+003,2.39971761978551e+002,1.79901380026822e+002
5.53350109215715e+003,2.39971761836214e+002,1.79901152686474e+002
5.54625712957889e+003,2.39971761693220e+002,1.79900924822068e+002
5.55904257270381e+003,2.39971761549566e+002,1.79900696432396e+002
5.57185748931908e+003,2.39971761405249e+002,1.79900467516246e+002
5.58470194736808e+003,2.39971761260266e+002,1.79900238072405e+002
5.59757601495088e+003,2.39971761114614e+002,1.79900008099657e+002
5.61047976032448e+003,2.39971760968290e+002,1.79899777596783e+002
5.62341325190327e+003,2.39971760821290e+002,1.79899546562561e+002
5.63637655825932e+003,2.39971760673612e+002,1.79899314995765e+002
5.64936974812280e+003,2.39971760525252e+002,1.79899082895169e+002
5.66239289038231e+003,2.39971760376207e+002,1.79898850259542e+002
5.67544605408524e+003,2.39971760226475e+002,1.79898617087650e+002
5.68852930843819e+003,2.39971760076051e+002,1.79898383378258e+002
5.70164272280725e+003,2.39971759924934e+002,1.79898149130127e+002
5.71478636671844e+003,2.39971759773119e+002,1.79897914342014e+002
5.72796030985806e+003,2.39971759620603e+002,1.79897679012676e+002
5.74116462207304e+003,2.39971759467383e+002,1.79897443140864e+002
5.75439937337134e+003,2.39971759313456e+002,1.79897206725328e+002
5.76766463392227e+003,2.39971759158819e+002,1.79896969764815e+002
5.78096047405695e+003,2.39971759003468e+002,1.79896732258069e+002
5.79428696426858e+003,2.39971758847400e+002,1.79896494203830e+002
5.80764417521288e+003,2.39971758690611e+002,1.79896255600837e+002
5.82103217770848e+003,2.39971758533099e+002,1.79896016447825e+002
5.83445104273721e+003,2.39971758374860e+002,1.79895776743526e+002
5.84790084144457e+003,2.39971758215891e+002,1.79895536486669e+002
5.86138164514005e+003,2.39971758056188e+002,1.79895295675980e+002
5.87489352529753e+003,2.39971757895748e+002,1.79895054310184e+002
5.88843655355565e+003,2.39971757734568e+002,1.79894812388000e+002
5.90201080171820e+003,2.39971757572643e+002,1.79894569908145e+002
5.91561634175450e+003,2.39971757409972e+002,1.79894326869336e+002
5.92925324579975e+003,2.39971757246549e+002,1.79894083270282e+002
5.94292158615548e+003,2.39971757082372e+002,1.79893839109694e+002
5.95662143528986e+003,2.39971756917438e+002,1.79893594386275e+002
5.97035286583812e+003,2.39971756751742e+002,1.79893349098730e+002
5.98411595060295e+003,2.39971756585282e+002,1.79893103245758e+002
5.99791076255485e+003,2.39971756418053e+002,1.79892856826055e+002
6.01173737483253e+003,2.39971756250053e+002,1.79892609838315e+002
6.02559586074333e+003,2.39971756081277e+002,1.79892362281229e+002
6.03948629376355e+003,2.39971755911722e+002,1.79892114153484e+002
6.05340874753888e+003,2.39971755741385e+002,1.79891865453766e+002
6.06736329588480e+003,2.39971755570261e+002,1.79891616180755e+002
6.08135001278692e+003,2.39971755398348e+002,1.79891366333130e+002
6.09536897240143e+003,2.39971755225641e+002,1.79891115909568e+002
6.10942024905546e+003,2.39971755052138e+002,1.79890864908739e+002
6.12350391724748e+003,2.39971754877833e+002,1.79890613329315e+002
6.13762005164768e+003,2.39971754702724e+002,1.79890361169960e+002
6.15176872709842e+003,2.39971754526807e+002,1.79890108429338e+002
6.16595001861456e+003,2.39971754350078e+002,1.79889855106110e+002
6.18016400138390e+003,2.39971754172533e+002,1.79889601198933e+002
6.19441075076755e+003,2.39971753994169e+002,1.79889346706460e+002
6.20869034230037e+003,2.39971753814982e+002,1.79889091627342e+002
6.22300285169133e+003,2.39971753634968e+002,1.79888835960228e+002
6.23734835482393e+003,2.39971753454123e+002,1.79888579703762e+002
6.25172692775659e+003,2.39971753272443e+002,1.79888322856585e+002
6.26613864672309e+003,2.39971753089925e+002,1.79888065417336e+002
6.28058358813291e+003,2.39971752906564e+002,1.79887807384650e+002
6.29506182857171e+003,2.39971752722357e+002,1.79887548757159e+002
6.30957344480166e+003,2.39971752537300e+002,1.79887289533493e+002
6.32411851376192e+003,2.39971752351389e+002,1.79887029712277e+002
6.33869711256900e+003,2.39971752164620e+002,1.79886769292134e+002
6.35330931851716e+003,2.39971751976989e+002,1.79886508271683e+002
6.36795520907888e+003,2.39971751788492e+002,1.79886246649541e+002
6.38263486190521e+003,2.39971751599125e+002,1.79885984424320e+002
6.39734835482620e+003,2.39971751408884e+002,1.79885721594631e+002
6.41209576585134e+003,2.39971751217765e+002,1.79885458159080e+002
6.42687717316992e+003,2.39971751025764e+002,1.79885194116271e+002
6.44169265515149e+003,2.39971750832877e+002,1.79884929464805e+002
6.45654229034627e+003,2.39971750639100e+002,1.79884664203277e+002
6.47142615748555e+003,2.39971750444428e+002,1.79884398330283e+002
6.48634433548210e+003,2.39971750248858e+002,1.79884131844412e+002
6.50129690343062e+003,2.39971750052386e+002,1.79883864744252e+002
6.51628394060814e+003,2.39971749855006e+002,1.79883597028387e+002
6.53130552647444e+003,2.39971749656716e+002,1.79883328695399e+002
6.54636174067246e+003,2.39971749457510e+002,1.79883059743863e+002
6.56145266302877e+003,2.39971749257385e+002,1.79882790172355e+002
6.57657837355392e+003,2.39971749056337e+002,1.79882519979446e+002
6.59173895244292e+003,2.39971748854361e+002,1.79882249163704e+002
6.60693448007567e+003,2.39971748651452e+002,1.79881977723692e+002
6.62216503701733e+003,2.39971748447607e+002,1.79881705657972e+002
6.63743070401879e+003,2.39971748242821e+002,1.79881432965102e+002
6.65273156201712e+003,2.39971748037091e+002,1.79881159643636e+002
6.66806769213592e+003,2.39971747830410e+002,1.79880885692125e+002
6.68343917568585e+003,2.39971747622776e+002,1.79880611109117e+002
6.69884609416497e+003,2.39971747414184e+002,1.79880335893156e+002
6.71428852925922e+003,2.39971747204629e+002,1.79880060042784e+002
6.72976656284288e+003,2.39971746994106e+002,1.79879783556539e+002
6.74528027697892e+003,2.39971746782613e+002,1.79879506432954e+002
6.76082975391951e+003,2.39971746570143e+002,1.79879228670560e+002
6.77641507610645e+003,2.39971746356692e+002,1.79878950267886e+002
6.79203632617154e+003,2.39971746142257e+002,1.79878671223455e+002
6.80769358693711e+003,2.39971745926831e+002,1.79878391535788e+002
6.82338694141639e+003,2.39971745710412e+002,1.79878111203403e+002
6.83911647281398e+003,2.39971745492994e+002,1.79877830224813e+002
6.85488226452631e+003,2.39971745274572e+002,1.79877548598529e+002
6.87068440014201e+003,2.39971745055143e+002,1.79877266323058e+002
6.88652296344245e+003,2.39971744834700e+002,1.79876983396904e+002
6.90239803840211e+003,2.39971744613241e+002,1.79876699818567e+002
6.91830970918905e+003,2.39971744390759e+002,1.79876415586544e+002
6.93425806016538e+003,2.39971744167250e+002,1.79876130699328e+002
6.95024317588765e+003,2.39971743942710e+002,1.79875845155409e+002
6.96626514110737e+003,2.39971743717134e+002,1.79875558953274e+002
6.98232404077140e+003,2.39971743490516e+002,1.79875272091404e+002
6.99841996002242e+003,2.39971743262853e+002,1.79874984568280e+002
7.01455298419939e+003,2.39971743034139e+002,1.79874696382377e+002
7.03072319883801e+003,2.39971742804370e+002,1.79874407532168e+002
7.04693068967115e+003,2.39971742573540e+002,1.79874118016122e+002
7.06317554262930e+003,2.39971742341645e+002,1.79873827832703e+002
7.07945784384105e+003,2.39971742108680e+002,1.79873536980374e+002
7.09577767963356e+003,2.39971741874639e+002,1.79873245457593e+002
7.11213513653296e+003,2.39971741639519e+002,1.79872953262815e+002
7.12853030126487e+003,2.39971741403313e+002,1.79872660394490e+002
7.14496326075480e+003,2.39971741166017e+002,1.79872366851066e+002
7.16143410212869e+003,2.39971740927626e+002,1.79872072630987e+002
7.17794291271329e+003,2.39971740688135e+002,1.79871777732694e+002
7.19448978003666e+003,2.39971740447539e+002,1.79871482154623e+002
7.21107479182866e+003,2.39971740205832e+002,1.79871185895208e+002
7.22769803602137e+003,2.39971739963010e+002,1.79870888952878e+002
7.24435960074957e+003,2.39971739719067e+002,1.79870591326058e+002
7.26105957435121e+003,2.39971739473998e+002,1.79870293013172e+002
7.27779804536790e+003,2.39971739227799e+002,1.79869994012638e+002
7.29457510254535e+003,2.39971738980463e+002,1.79869694322871e+002
7.31139083483383e+003,2.39971738731986e+002,1.79869393942283e+002
7.32824533138870e+003,2.39971738482362e+002,1.79869092869281e+002
7.34513868157081e+003,2.39971738231585e+002,1.79868791102269e+002
7.36207097494702e+003,2.39971737979652e+002,1.79868488639647e+002
7.37904230129067e+003,2.39971737726556e+002,1.79868185479813e+002
7.39605275058203e+003,2.39971737472292e+002,1.79867881621160e+002
7.41310241300883e+003,2.39971737216855e+002,1.79867577062076e+002
7.43019137896667e+003,2.39971736960238e+002,1.79867271800947e+002
7.44731973905954e+003,2.39971736702438e+002,1.79866965836155e+002
7.46448758410032e+003,2.39971736443447e+002,1.79866659166079e+002
7.48169500511119e+003,2.39971736183262e+002,1.79866351789092e+002
7.49894209332421e+003,2.39971735921875e+002,1.79866043703566e+002
7.51622894018170e+003,2.39971735659283e+002,1.79865734907867e+002
7.53355563733682e+003,2.39971735395478e+002,1.79865425400358e+002
7.55092227665398e+003,2.39971735130456e+002,1.79865115179399e+002
7.56832895020939e+003,2.39971734864211e+002,1.79864804243346e+002
7.58577575029148e+003,2.39971734596738e+002,1.79864492590550e+002
7.60326276940146e+003,2.39971734328030e+002,1.79864180219358e+002
7.62079010025376e+003,2.39971734058082e+002,1.79863867128117e+002
7.63835783577655e+003,2.39971733786888e+002,1.79863553315165e+002
7.65596606911220e+003,2.39971733514442e+002,1.79863238778839e+002
7.67361489361783e+003,2.39971733240739e+002,1.79862923517473e+002
7.69130440286573e+003,2.39971732965774e+002,1.79862607529394e+002
7.70903469064394e+003,2.39971732689539e+002,1.79862290812928e+002
7.72680585095666e+003,2.39971732412029e+002,1.79861973366397e+002
7.74461797802482e+003,2.39971732133239e+002,1.79861655188117e+002
7.76247116628655e+003,2.39971731853162e+002,1.79861336276402e+002
7.78036551039767e+003,2.39971731571793e+002,1.79861016629562e+002
7.79830110523222e+003,2.39971731289125e+002,1.79860696245901e+002
7.81627804588292e+003,2.39971731005152e+002,1.79860375123723e+002
7.83429642766174e+003,2.39971730719869e+002,1.79860053261324e+002
7.85235634610034e+003,2.39971730433270e+002,1.79859730656999e+002
7.87045789695061e+003,2.39971730145348e+002,1.79859407309037e+002
7.88860117618517e+003,2.39971729856097e+002,1.79859083215725e+002
7.90678627999787e+003,2.39971729565512e+002,1.79858758375345e+002
7.92501330480434e+003,2.39971729273585e+002,1.79858432786175e+002
7.94328234724243e+003,2.39971728980311e+002,1.79858106446489e+002
7.96159350417280e+003,2.39971728685684e+002,1.79857779354557e+002
7.97994687267938e+003,2.39971728389697e+002,1.79857451508645e+002
7.99834255006990e+003,2.39971728092344e+002,1.79857122907017e+002
8.01678063387640e+003,2.39971727793619e+002,1.79856793547929e+002
8.03526122185579e+003,2.39971727493515e+002,1.79856463429636e+002
8.05378441199028e+003,2.39971727192027e+002,1.79856132550388e+002
8.07235030248799e+003,2.39971726889147e+002,1.79855800908432e+002
8.09095899178343e+003,2.39971726584869e+002,1.79855468502010e+002
8.10961057853802e+003,2.39971726279188e+002,1.79855135329359e+002
8.12830516164060e+003,2.39971725972095e+002,1.79854801388713e+002
8.14704284020800e+003,2.39971725663585e+002,1.79854466678303e+002
8.16582371358553e+003,2.39971725353652e+002,1.79854131196354e+002
8.18464788134750e+003,2.39971725042288e+002,1.79853794941089e+002
8.20351544329778e+003,2.39971724729488e+002,1.79853457910724e+002
8.22242649947031e+003,2.39971724415244e+002,1.79853120103473e+002
8.24138115012962e+003,2.39971724099550e+002,1.79852781517546e+002
8.26037949577139e+003,2.39971723782399e+002,1.79852442151149e+002
8.27942163712294e+003,2.39971723463784e+002,1.79852102002481e+002
8.29850767514382e+003,2.39971723143699e+002,1.79851761069741e+002
8.31763771102631e+003,2.39971722822137e+002,1.79851419351121e+002
8.33681184619594e+003,2.39971722499091e+002,1.79851076844810e+002
8.35603018231207e+003,2.39971722174554e+002,1.79850733548992e+002
8.37529282126842e+003,2.39971721848520e+002,1.79850389461848e+002
8.39459986519356e+003,2.39971721520981e+002,1.79850044581554e+002
8.41395141645154e+003,2.39971721191931e+002,1.79849698906282e+002
8.43334757764234e+003,2.39971720861362e+002,1.79849352434200e+002
8.45278845160249e+003,2.39971720529267e+002,1.79849005163470e+002
8.47227414140555e+003,2.39971720195640e+002,1.79848657092254e+002
8.49180475036272e+003,2.39971719860474e+002,1.79848308218705e+002
8.51138038202335e+003,2.39971719523760e+002,1.79847958540974e+002
8.53100114017548e+003,2.39971719185493e+002,1.79847608057208e+002
8.55066712884641e+003,2.39971718845665e+002,1.79847256765550e+002
8.57037845230328e+003,2.39971718504269e+002,1.79846904664137e+002
8.59013521505353e+003,2.39971718161297e+002,1.79846551751103e+002
8.60993752184558e+003,2.39971717816743e+002,1.79846198024577e+002
8.62978547766928e+003,2.39971717470598e+002,1.79845843482685e+002
8.64967918775651e+003,2.39971717122856e+002,1.79845488123547e+002
8.66961875758174e+003,2.39971716773510e+002,1.79845131945279e+002
8.68960429286259e+003,2.39971716422551e+002,1.79844774945995e+002
8.70963589956038e+003,2.39971716069973e+002,1.79844417123801e+002
8.72971368388068e+003,2.39971715715768e+002,1.79844058476802e+002
8.74983775227393e+003,2.39971715359928e+002,1.79843699003095e+002
8.77000821143591e+003,2.39971715002446e+002,1.79843338700776e+002
8.79022516830841e+003,2.39971714643315e+002,1.79842977567936e+002
8.81048873007970e+003,2.39971714282526e+002,1.79842615602659e+002
8.83079900418519e+003,2.39971713920073e+002,1.79842252803027e+002
8.85115609830791e+003,2.39971713555947e+002,1.79841889167118e+002
8.87156012037917e+003,2.39971713190140e+002,1.79841524693004e+002
8.89201117857904e+003,2.39971712822646e+002,1.79841159378753e+002
8.91250938133701e+003,2.39971712453455e+002,1.79840793222429e+002
8.93305483733251e+003,2.39971712082561e+002,1.79840426222091e+002
8.95364765549549e+003,2.39971711709956e+002,1.79840058375795e+002
8.97428794500703e+003,2.39971711335631e+002,1.79839689681589e+002
8.99497581529990e+003,2.39971710959578e+002,1.79839320137521e+002
9.01571137605912e+003,2.39971710581791e+002,1.79838949741631e+002
9.03649473722256e+003,2.39971710202260e+002,1.79838578491956e+002
9.05732600898155e+003,2.39971709820977e+002,1.79838206386529e+002
9.07820530178140e+003,2.39971709437936e+002,1.79837833423377e+002
9.09913272632206e+003,2.39971709053126e+002,1.79837459600524e+002
9.12010839355864e+003,2.39971708666541e+002,1.79837084915988e+002
9.14113241470204e+003,2.39971708278172e+002,1.79836709367783e+002
9.16220490121953e+003,2.39971707888011e+002,1.79836332953919e+002
9.18332596483535e+003,2.39971707496050e+002,1.79835955672400e+002
9.20449571753125e+003,2.39971707102280e+002,1.79835577521228e+002
9.22571427154717e+003,2.39971706706692e+002,1.79835198498397e+002
9.24698173938176e+003,2.39971706309280e+002,1.79834818601899e+002
9.26829823379302e+003,2.39971705910033e+002,1.79834437829721e+002
9.28966386779889e+003,2.39971705508944e+002,1.79834056179844e+002
9.31107875467783e+003,2.39971705106005e+002,1.79833673650245e+002
9.33254300796944e+003,2.39971704701206e+002,1.79833290238897e+002
9.35405674147504e+003,2.39971704294539e+002,1.79832905943768e+002
9.37562006925833e+003,2.39971703885995e+002,1.79832520762821e+002
9.39723310564590e+003,2.39971703475566e+002,1.79832134694015e+002
9.41889596522793e+003,2.39971703063244e+002,1.79831747735303e+002
9.44060876285875e+003,2.39971702649018e+002,1.79831359884634e+002
9.46237161365745e+003,2.39971702232882e+002,1.79830971139953e+002
9.48418463300849e+003,2.39971701814825e+002,1.79830581499199e+002
9.50604793656233e+003,2.39971701394839e+002,1.79830190960308e+002
9.52796164023603e+003,2.39971700972915e+002,1.79829799521208e+002
9.54992586021387e+003,2.39971700549044e+002,1.79829407179827e+002
9.57194071294795e+003,2.39971700123217e+002,1.79829013934084e+002
9.59400631515884e+003,2.39971699695425e+002,1.79828619781895e+002
9.61612278383615e+003,2.39971699265660e+002,1.79828224721171e+002
9.63829023623921e+003,2.39971698833911e+002,1.79827828749818e+002
9.66050878989764e+003,2.39971698400170e+002,1.79827431865738e+002
9.68277856261199e+003,2.39971697964427e+002,1.79827034066827e+002
9.70509967245440e+003,2.39971697526674e+002,1.79826635350976e+002
9.72747223776915e+003,2.39971697086901e+002,1.79826235716073e+002
9.74989637717337e+003,2.39971696645099e+002,1.79825835160000e+002
9.77237220955760e+003,2.39971696201257e+002,1.79825433680633e+002
9.79489985408648e+003,2.39971695755368e+002,1.79825031275845e+002
9.81747943019934e+003,2.39971695307422e+002,1.79824627943503e+002
9.84011105761083e+003,2.39971694857408e+002,1.79824223681469e+002
9.86279485631159e+003,2.39971694405318e+002,1.79823818487602e+002
9.88553094656888e+003,2.39971693951142e+002,1.79823412359752e+002
9.90831944892716e+003,2.39971693494871e+002,1.79823005295769e+002
9.93116048420882e+003,2.39971693036493e+002,1.79822597293494e+002
9.95405417351475e+003,2.39971692576001e+002,1.79822188350765e+002
9.97700063822501e+003,2.39971692113384e+002,1.79821778465415e+002
9.99999999999948e+003,2.39971691648632e+002,1.79821367635271e+002
1.00230523807785e+004,2.39971691181736e+002,1.79820955858156e+002
1.00461579027834e+004,2.39971690712686e+002,1.79820543131889e+002
1.00693166885175e+004,2.39971690241471e+002,1.79820129454280e+002
1.00925288607663e+004,2.39971689768082e+002,1.79819714823139e+002
1.01157945425985e+004,2.39971689292508e+002,1.79819299236267e+002
1.01391138573663e+004,2.39971688814740e+002,1.79818882691461e+002
1.01624869287064e+004,2.39971688334768e+002,1.79818465186516e+002
1.01859138805406e+004,2.39971687852581e+002,1.79818046719217e+002
1.02093948370763e+004,2.39971687368169e+002,1.79817627287346e+002
1.02329299228070e+004,2.39971686881522e+002,1.79817206888682e+002
1.02565192625135e+004,2.39971686392629e+002,1.79816785520996e+002
1.02801629812642e+004,2.39971685901481e+002,1.79816363182054e+002
1.03038612044156e+004,2.39971685408066e+002,1.79815939869619e+002
1.03276140576134e+004,2.39971684912375e+002,1.79815515581447e+002
1.03514216667929e+004,2.39971684414396e+002,1.79815090315290e+002
1.03752841581796e+004,2.39971683914120e+002,1.79814664068893e+002
1.03992016582900e+004,2.39971683411535e+002,1.79814236839998e+002
1.04231742939325e+004,2.39971682906632e+002,1.79813808626340e+002
1.04472021922074e+004,2.39971682399399e+002,1.79813379425651e+002
1.04712854805084e+004,2.39971681889825e+002,1.79812949235655e+002
1.04954242865227e+004,2.39971681377900e+002,1.79812518054073e+002
1.05196187382317e+004,2.39971680863613e+002,1.79812085878619e+002
1.05438689639120e+004,2.39971680346953e+002,1.79811652707004e+002
1.05681750921360e+004,2.39971679827909e+002,1.79811218536931e+002
1.05925372517723e+004,2.39971679306470e+002,1.79810783366100e+002
1.06169555719867e+004,2.39971678782626e+002,1.79810347192204e+002
1.06414301822426e+004,2.39971678256364e+002,1.79809910012932e+002
1.06659612123020e+004,2.39971677727674e+002,1.79809471825967e+002
1.06905487922260e+004,2.39971677196545e+002,1.79809032628986e+002
1.07151930523755e+004,2.39971676662965e+002,1.79808592419663e+002
1.07398941234119e+004,2.39971676126923e+002,1.79808151195664e+002
1.07646521362978e+004,2.39971675588408e+002,1.79807708954651e+002
1.07894672222977e+004,2.39971675047408e+002,1.79807265694281e+002
1.08143395129788e+004,2.39971674503912e+002,1.79806821412203e+002
1.08392691402115e+004,2.39971673957909e+002,1.79806376106065e+002
1.08642562361701e+004,2.39971673409386e+002,1.79805929773506e+002
1.08893009333337e+004,2.39971672858332e+002,1.79805482412160e+002
1.09144033644870e+004,2.39971672304736e+002,1.79805034019657e+002
1.09395636627203e+004,2.39971671748585e+002,1.79804584593620e+002
1.09647819614313e+004,2.39971671189868e+002,1.79804134131668e+002
1.09900583943246e+004,2.39971670628574e+002,1.79803682631414e+002
1.10153930954136e+004,2.39971670064690e+002,1.79803230090465e+002
1.10407861990201e+004,2.39971669498204e+002,1.79802776506423e+002
1.10662378397761e+004,2.39971668929104e+002,1.79802321876884e+002
1.10917481526234e+004,2.39971668357379e+002,1.79801866199439e+002
1.11173172728153e+004,2.39971667783016e+002,1.79801409471673e+002
1.11429453359167e+004,2.39971667206003e+002,1.79800951691165e+002
1.11686324778050e+004,2.39971666626327e+002,1.79800492855490e+002
1.11943788346709e+004,2.39971666043977e+002,1.79800032962216e+002
1.12201845430190e+004,2.39971665458940e+002,1.79799572008907e+002
1.12460497396687e+004,2.39971664871204e+002,1.79799109993119e+002
1.12719745617545e+004,2.39971664280757e+002,1.79798646912403e+002
1.12979591467274e+004,2.39971663687585e+002,1.79798182764307e+002
1.13240036323550e+004,2.39971663091676e+002,1.79797717546370e+002
1.13501081567225e+004,2.39971662493018e+002,1.79797251256127e+002
1.13762728582337e+004,2.39971661891598e+002,1.79796783891107e+002
1.14024978756111e+004,2.39971661287403e+002,1.79796315448834e+002
1.14287833478971e+004,2.39971660680420e+002,1.79795845926824e+002
1.14551294144547e+004,2.39971660070637e+002,1.79795375322590e+002
1.14815362149682e+004,2.39971659458041e+002,1.79794903633639e+002
1.15080038894437e+004,2.39971658842618e+002,1.79794430857470e+002
1.15345325782103e+004,2.39971658224356e+002,1.79793956991578e+002
1.15611224219203e+004,2.39971657603241e+002,1.79793482033452e+002
1.15877735615506e+004,2.39971656979261e+002,1.79793005980576e+002
1.16144861384028e+004,2.39971656352402e+002,1.79792528830426e+002
1.16412602941043e+004,2.39971655722651e+002,1.79792050580474e+002
1.16680961706090e+004,2.39971655089994e+002,1.79791571228186e+002
1.16949939101981e+004,2.39971654454419e+002,1.79791090771021e+002
1.17219536554807e+004,2.39971653815911e+002,1.79790609206435e+002
1.17489755493946e+004,2.39971653174458e+002,1.79790126531874e+002
1.17760597352074e+004,2.39971652530045e+002,1.79789642744781e+002
1.18032063565166e+004,2.39971651882659e+002,1.79789157842593e+002
1.18304155572510e+004,2.39971651232286e+002,1.79788671822740e+002
1.18576874816709e+004,2.39971650578913e+002,1.79788184682646e+002
1.18850222743695e+004,2.39971649922525e+002,1.79787696419731e+002
1.19124200802731e+004,2.39971649263110e+002,1.79787207031407e+002
1.19398810446421e+004,2.39971648600651e+002,1.79786716515080e+002
1.19674053130718e+004,2.39971647935137e+002,1.79786224868152e+002
1.19949930314931e+004,2.39971647266552e+002,1.79785732088017e+002
1.20226443461735e+004,2.39971646594883e+002,1.79785238172064e+002
1.20503594037173e+004,2.39971645920115e+002,1.79784743117677e+002
1.20781383510671e+004,2.39971645242234e+002,1.79784246922230e+002
1.21059813355041e+004,2.39971644561226e+002,1.79783749583097e+002
1.21338885046491e+004,2.39971643877076e+002,1.79783251097640e+002
1.21618600064630e+004,2.39971643189769e+002,1.79782751463219e+002
1.21898959892480e+004,2.39971642499292e+002,1.79782250677186e+002
1.22179966016480e+004,2.39971641805629e+002,1.79781748736887e+002
1.22461619926498e+004,2.39971641108767e+002,1.79781245639664e+002
1.22743923115834e+004,2.39971640408689e+002,1.79780741382850e+002
1.23026877081231e+004,2.39971639705382e+002,1.79780235963773e+002
1.23310483322884e+004,2.39971638998829e+002,1.79779729379754e+002
1.23594743344444e+004,2.39971638289018e+002,1.79779221628111e+002
1.23879658653030e+004,2.39971637575932e+002,1.79778712706152e+002
1.24165230759234e+004,2.39971636859556e+002,1.79778202611181e+002
1.24451461177131e+004,2.39971636139875e+002,1.79777691340495e+002
1.24738351424287e+004,2.39971635416874e+002,1.79777178891385e+002
1.25025903021765e+004,2.39971634690538e+002,1.79776665261135e+002
1.25314117494134e+004,2.39971633960851e+002,1.79776150447024e+002
1.25602996369480e+004,2.39971633227798e+002,1.79775634446324e+002
1.25892541179410e+004,2.39971632491363e+002,1.79775117256302e+002
1.26182753459060e+004,2.39971631751531e+002,1.79774598874216e+002
1.26473634747108e+004,2.39971631008286e+002,1.79774079297321e+002
1.26765186585777e+004,2.39971630261611e+002,1.79773558522862e+002
1.27057410520847e+004,2.39971629511493e+002,1.79773036548081e+002
1.27350308101659e+004,2.39971628757914e+002,1.79772513370212e+002
1.27643880881127e+004,2.39971628000859e+002,1.79771988986483e+002
1.27938130415745e+004,2.39971627240311e+002,1.79771463394116e+002
1.28233058265595e+004,2.39971626476255e+002,1.79770936590325e+002
