Freq.	V(n005)/I(C2)
4.67735141287193e+002	(8.51531686694046e+001dB,9.00002299785744e+001°)
4.78630092322633e+002	(8.49531650415183e+001dB,9.00002353285519e+001°)
4.89778819368440e+002	(8.47531612426533e+001dB,9.00002408026520e+001°)
5.01187233627266e+002	(8.45531572647515e+001dB,9.00002464037306e+001°)
5.12861383991359e+002	(8.43531530993750e+001dB,9.00002521347075e+001°)
5.24807460249766e+002	(8.41531487376880e+001dB,9.00002579985679e+001°)
5.37031796370246e+002	(8.39531441704387e+001dB,9.00002639983635e+001°)
5.49540873857618e+002	(8.37531393879388e+001dB,9.00002701372140e+001°)
5.62341325190342e+002	(8.35531343800438e+001dB,9.00002764183085e+001°)
5.75439937337150e+002	(8.33531291361308e+001dB,9.00002828449067e+001°)
5.88843655355582e+002	(8.31531236450762e+001dB,9.00002894203407e+001°)
6.02559586074351e+002	(8.29531178952324e+001dB,9.00002961480157e+001°)
6.16595001861475e+002	(8.27531118744025e+001dB,9.00003030314120e+001°)
6.30957344480186e+002	(8.25531055698151e+001dB,9.00003100740863e+001°)
6.45654229034648e+002	(8.23530989680965e+001dB,9.00003172796732e+001°)
6.60693448007588e+002	(8.21530920552430e+001dB,9.00003246518863e+001°)
6.76082975391973e+002	(8.19530848165906e+001dB,9.00003321945200e+001°)
6.91830970918928e+002	(8.17530772367844e+001dB,9.00003399114510e+001°)
7.07945784384129e+002	(8.15530692997456e+001dB,9.00003478066395e+001°)
7.24435960074981e+002	(8.13530609886376e+001dB,9.00003558841310e+001°)
7.41310241300908e+002	(8.11530522858303e+001dB,9.00003641480573e+001°)
7.58577575029174e+002	(8.09530431728628e+001dB,9.00003726026385e+001°)
7.76247116628682e+002	(8.07530336304037e+001dB,9.00003812521841e+001°)
7.94328234724272e+002	(8.05530236382107e+001dB,9.00003901010948e+001°)
8.12830516164089e+002	(8.03530131750875e+001dB,9.00003991538634e+001°)
8.31763771102661e+002	(8.01530022188384e+001dB,9.00004084150768e+001°)
8.51138038202366e+002	(7.99529907462220e+001dB,9.00004178894173e+001°)
8.70963589956070e+002	(7.97529787329010e+001dB,9.00004275816635e+001°)
8.91250938133734e+002	(7.95529661533912e+001dB,9.00004374966922e+001°)
9.12010839355898e+002	(7.93529529810072e+001dB,9.00004476394798e+001°)
9.33254300796979e+002	(7.91529391878058e+001dB,9.00004580151031e+001°)
9.54992586021424e+002	(7.89529247445265e+001dB,9.00004686287410e+001°)
9.77237220955798e+002	(7.87529096205298e+001dB,9.00004794856752e+001°)
9.99999999999987e+002	(7.85528937837319e+001dB,9.00004905912922e+001°)
1.02329299228074e+003	(7.83528772005367e+001dB,9.00005019510834e+001°)
1.04712854805089e+003	(7.81528598357646e+001dB,9.00005135706470e+001°)
1.07151930523759e+003	(7.79528416525775e+001dB,9.00005254556881e+001°)
1.09647819614317e+003	(7.77528226124009e+001dB,9.00005376120203e+001°)
1.12201845430195e+003	(7.75528026748423e+001dB,9.00005500455659e+001°)
1.14815362149687e+003	(7.73527817976048e+001dB,9.00005627623571e+001°)
1.17489755493951e+003	(7.71527599363977e+001dB,9.00005757685357e+001°)
1.20226443461740e+003	(7.69527370448428e+001dB,9.00005890703545e+001°)
1.23026877081237e+003	(7.67527130743752e+001dB,9.00006026741766e+001°)
1.25892541179415e+003	(7.65526879741411e+001dB,9.00006165864762e+001°)
1.28824955169312e+003	(7.63526616908889e+001dB,9.00006308138380e+001°)
1.31825673855639e+003	(7.61526341688571e+001dB,9.00006453629573e+001°)
1.34896288259164e+003	(7.59526053496552e+001dB,9.00006602406390e+001°)
1.38038426460287e+003	(7.57525751721403e+001dB,9.00006754537976e+001°)
1.41253754462274e+003	(7.55525435722868e+001dB,9.00006910094556e+001°)
1.44543977074591e+003	(7.53525104830506e+001dB,9.00007069147422e+001°)
1.47910838816819e+003	(7.51524758342270e+001dB,9.00007231768924e+001°)
1.51356124843619e+003	(7.49524395523016e+001dB,9.00007398032443e+001°)
1.54881661891246e+003	(7.47524015602938e+001dB,9.00007568012375e+001°)
1.58489319246109e+003	(7.45523617775936e+001dB,9.00007741784102e+001°)
1.62181009735891e+003	(7.43523201197907e+001dB,9.00007919423959e+001°)
1.65958690743754e+003	(7.41522764984946e+001dB,9.00008101009203e+001°)
1.69824365246172e+003	(7.39522308211474e+001dB,9.00008286617974e+001°)
1.73780082874935e+003	(7.37521829908269e+001dB,9.00008476329243e+001°)
1.77827941003890e+003	(7.35521329060411e+001dB,9.00008670222770e+001°)
1.81970085860996e+003	(7.33520804605119e+001dB,9.00008868379038e+001°)
1.86208713666284e+003	(7.31520255429503e+001dB,9.00009070879196e+001°)
1.90546071796322e+003	(7.29519680368189e+001dB,9.00009277804983e+001°)
1.94984459975802e+003	(7.27519078200852e+001dB,9.00009489238653e+001°)
1.99526231496885e+003	(7.25518447649616e+001dB,9.00009705262884e+001°)
2.04173794466950e+003	(7.23517787376344e+001dB,9.00009925960680e+001°)
2.08929613085401e+003	(7.21517095979789e+001dB,9.00010151415270e+001°)
2.13796208950220e+003	(7.19516371992620e+001dB,9.00010381709985e+001°)
2.18776162394952e+003	(7.17515613878300e+001dB,9.00010616928133e+001°)
2.23872113856831e+003	(7.15514820027821e+001dB,9.00010857152855e+001°)
2.29086765276774e+003	(7.13513988756281e+001dB,9.00011102466969e+001°)
2.34422881531989e+003	(7.11513118299305e+001dB,9.00011352952807e+001°)
2.39883291901946e+003	(7.09512206809289e+001dB,9.00011608692025e+001°)
2.45470891568500e+003	(7.07511252351473e+001dB,9.00011869765401e+001°)
2.51188643150954e+003	(7.05510252899824e+001dB,9.00012136252620e+001°)
2.57039578276883e+003	(7.03509206332726e+001dB,9.00012408232033e+001°)
2.63026799189534e+003	(7.01508110428467e+001dB,9.00012685780397e+001°)
2.69153480392688e+003	(6.99506962860509e+001dB,9.00012968972591e+001°)
2.75422870333813e+003	(6.97505761192539e+001dB,9.00013257881317e+001°)
2.81838293126441e+003	(6.95504502873281e+001dB,9.00013552576759e+001°)
2.88403150312657e+003	(6.93503185231063e+001dB,9.00013853126229e+001°)
2.95120922666634e+003	(6.91501805468130e+001dB,9.00014159593774e+001°)
3.01995172040197e+003	(6.89500360654687e+001dB,9.00014472039756e+001°)
3.09029543251355e+003	(6.87498847722653e+001dB,9.00014790520394e+001°)
3.16227766016833e+003	(6.85497263459127e+001dB,9.00015115087268e+001°)
3.23593656929624e+003	(6.83495604499542e+001dB,9.00015445786786e+001°)
3.31131121482586e+003	(6.81493867320489e+001dB,9.00015782659609e+001°)
3.38844156139198e+003	(6.79492048232210e+001dB,9.00016125740023e+001°)
3.46736850452527e+003	(6.77490143370726e+001dB,9.00016475055268e+001°)
3.54813389233570e+003	(6.75488148689595e+001dB,9.00016830624812e+001°)
3.63078054770096e+003	(6.73486059951279e+001dB,9.00017192459564e+001°)
3.71535229097167e+003	(6.71483872718100e+001dB,9.00017560561031e+001°)
3.80189396320556e+003	(6.69481582342765e+001dB,9.00017934920406e+001°)
3.89045144994275e+003	(6.67479183958443e+001dB,9.00018315517581e+001°)
3.98107170553491e+003	(6.65476672468365e+001dB,9.00018702320095e+001°)
4.07380277804107e+003	(6.63474042534937e+001dB,9.00019095281983e+001°)
4.16869383470329e+003	(6.61471288568328e+001dB,9.00019494342557e+001°)
4.26579518801586e+003	(6.59468404714513e+001dB,9.00019899425075e+001°)
4.36515832240159e+003	(6.57465384842756e+001dB,9.00020310435317e+001°)
4.46683592150956e+003	(6.55462222532484e+001dB,9.00020727260052e+001°)
4.57088189614868e+003	(6.53458911059543e+001dB,9.00021149765388e+001°)
4.67735141287191e+003	(6.51455443381794e+001dB,9.00021577794993e+001°)
4.78630092322631e+003	(6.49451812124021e+001dB,9.00022011168182e+001°)
4.89778819368439e+003	(6.47448009562121e+001dB,9.00022449677866e+001°)
5.01187233627265e+003	(6.45444027606533e+001dB,9.00022893088334e+001°)
5.12861383991357e+003	(6.43439857784879e+001dB,9.00023341132879e+001°)
5.24807460249765e+003	(6.41435491223765e+001dB,9.00023793511238e+001°)
5.37031796370244e+003	(6.39430918629722e+001dB,9.00024249886845e+001°)
5.49540873857616e+003	(6.37426130269221e+001dB,9.00024709883870e+001°)
5.62341325190340e+003	(6.35421115947734e+001dB,9.00025173084046e+001°)
5.75439937337148e+003	(6.33415864987791e+001dB,9.00025639023250e+001°)
5.88843655355580e+003	(6.31410366205977e+001dB,9.00026107187835e+001°)
6.02559586074348e+003	(6.29404607888819e+001dB,9.00026577010682e+001°)
6.16595001861473e+003	(6.27398577767523e+001dB,9.00027047866962e+001°)
6.30957344480183e+003	(6.25392262991478e+001dB,9.00027519069582e+001°)
6.45654229034645e+003	(6.23385650100490e+001dB,9.00027989864288e+001°)
6.60693448007586e+003	(6.21378724995669e+001dB,9.00028459424407e+001°)
6.76082975391971e+003	(6.19371472908909e+001dB,9.00028926845197e+001°)
6.91830970918926e+003	(6.17363878370888e+001dB,9.00029391137776e+001°)
7.07945784384127e+003	(6.15355925177516e+001dB,9.00029851222604e+001°)
7.24435960074979e+003	(6.13347596354749e+001dB,9.00030305922472e+001°)
7.41310241300906e+003	(6.11338874121697e+001dB,9.00030753954983e+001°)
7.58577575029172e+003	(6.09329739851930e+001dB,9.00031193924462e+001°)
7.76247116628679e+003	(6.07320174032895e+001dB,9.00031624313275e+001°)
7.94328234724269e+003	(6.05310156223353e+001dB,9.00032043472497e+001°)
8.12830516164086e+003	(6.03299665008729e+001dB,9.00032449611892e+001°)
8.31763771102658e+003	(6.01288677954270e+001dB,9.00032840789149e+001°)
8.51138038202363e+003	(5.99277171555908e+001dB,9.00033214898315e+001°)
8.70963589956067e+003	(5.97265121188694e+001dB,9.00033569657369e+001°)
8.91250938133731e+003	(5.95252501052700e+001dB,9.00033902594877e+001°)
9.12010839355895e+003	(5.93239284116235e+001dB,9.00034211035654e+001°)
9.33254300796976e+003	(5.91225442056257e+001dB,9.00034492085354e+001°)
9.54992586021421e+003	(5.89210945195820e+001dB,9.00034742613922e+001°)
9.77237220955795e+003	(5.87195762438412e+001dB,9.00034959237805e+001°)
9.99999999999984e+003	(5.85179861199020e+001dB,9.00035138300841e+001°)
1.02329299228074e+004	(5.83163207331734e+001dB,9.00035275853728e+001°)
1.04712854805088e+004	(5.81145765053737e+001dB,9.00035367631947e+001°)
1.07151930523759e+004	(5.79127496865462e+001dB,9.00035409032048e+001°)
1.09647819614317e+004	(5.77108363466727e+001dB,9.00035395086153e+001°)
1.12201845430195e+004	(5.75088323668622e+001dB,9.00035320434555e+001°)
1.14815362149686e+004	(5.73067334300930e+001dB,9.00035179296255e+001°)
1.17489755493951e+004	(5.71045350114835e+001dB,9.00034965437291e+001°)
1.20226443461739e+004	(5.69022323680656e+001dB,9.00034672136681e+001°)
1.23026877081236e+004	(5.66998205280340e+001dB,9.00034292149803e+001°)
1.25892541179415e+004	(5.64972942794427e+001dB,9.00033817669007e+001°)
1.28824955169311e+004	(5.62946481583168e+001dB,9.00033240281250e+001°)
1.31825673855639e+004	(5.60918764361488e+001dB,9.00032550922521e+001°)
1.34896288259163e+004	(5.58889731067431e+001dB,9.00031739828809e+001°)
1.38038426460286e+004	(5.56859318723728e+001dB,9.00030796483331e+001°)
1.41253754462273e+004	(5.54827461292096e+001dB,9.00029709559749e+001°)
1.44543977074590e+004	(5.52794089519838e+001dB,9.00028466861035e+001°)
1.47910838816818e+004	(5.50759130778320e+001dB,9.00027055253653e+001°)
1.51356124843618e+004	(5.48722508892832e+001dB,9.00025460596690e+001°)
1.54881661891246e+004	(5.46684143963332e+001dB,9.00023667665520e+001°)
1.58489319246109e+004	(5.44643952175547e+001dB,9.00021660069568e+001°)
1.62181009735890e+004	(5.42601845601823e+001dB,9.00019420163701e+001°)
1.65958690743753e+004	(5.40557731991144e+001dB,9.00016928952731e+001°)
1.69824365246172e+004	(5.38511514547626e+001dB,9.00014165988457e+001°)
1.73780082874935e+004	(5.36463091696812e+001dB,9.00011109258652e+001°)
1.77827941003889e+004	(5.34412356838973e+001dB,9.00007735067323e+001°)
1.81970085860995e+004	(5.32359198088647e+001dB,9.00004017905515e+001°)
1.86208713666284e+004	(5.30303497999500e+001dB,8.99999930311888e+001°)
1.90546071796321e+004	(5.28245133273616e+001dB,8.99995442722195e+001°)
1.94984459975801e+004	(5.26183974454172e+001dB,8.99990523306732e+001°)
1.99526231496885e+004	(5.24119885600450e+001dB,8.99985137794733e+001°)
2.04173794466949e+004	(5.22052723943987e+001dB,8.99979249284608e+001°)
2.08929613085400e+004	(5.19982339524646e+001dB,8.99972818038778e+001°)
2.13796208950220e+004	(5.17908574805216e+001dB,8.99965801261801e+001°)
2.18776162394952e+004	(5.15831264263101e+001dB,8.99958152860307e+001°)
2.23872113856830e+004	(5.13750233957521e+001dB,8.99949823183149e+001°)
2.29086765276773e+004	(5.11665301070491e+001dB,8.99940758740004e+001°)
2.34422881531988e+004	(5.09576273419751e+001dB,8.99930901896504e+001°)
2.39883291901945e+004	(5.07482948941634e+001dB,8.99920190543769e+001°)
2.45470891568499e+004	(5.05385115141679e+001dB,8.99908557740003e+001°)
2.51188643150954e+004	(5.03282548510639e+001dB,8.99895931321593e+001°)
2.57039578276882e+004	(5.01175013903312e+001dB,8.99882233480865e+001°)
2.63026799189534e+004	(4.99062263877374e+001dB,8.99867380307379e+001°)
2.69153480392687e+004	(4.96944037989181e+001dB,8.99851281289289e+001°)
2.75422870333812e+004	(4.94820062043197e+001dB,8.99833838770965e+001°)
2.81838293126441e+004	(4.92690047291404e+001dB,8.99814947362613e+001°)
2.88403150312656e+004	(4.90553689578724e+001dB,8.99794493297220e+001°)
2.95120922666633e+004	(4.88410668430071e+001dB,8.99772353729582e+001°)
3.01995172040196e+004	(4.86260646074272e+001dB,8.99748395971627e+001°)
3.09029543251354e+004	(4.84103266399577e+001dB,8.99722476657562e+001°)
3.16227766016832e+004	(4.81938153835010e+001dB,8.99694440831641e+001°)
3.23593656929623e+004	(4.79764912151176e+001dB,8.99664120950497e+001°)
3.31131121482585e+004	(4.77583123173531e+001dB,8.99631335791056e+001°)
3.38844156139197e+004	(4.75392345400353e+001dB,8.99595889253915e+001°)
3.46736850452526e+004	(4.73192112516870e+001dB,8.99557569050907e+001°)
3.54813389233569e+004	(4.70981931796055e+001dB,8.99516145264098e+001°)
3.63078054770095e+004	(4.68761282375562e+001dB,8.99471368761922e+001°)
3.71535229097166e+004	(4.66529613399132e+001dB,8.99422969456285e+001°)
3.80189396320554e+004	(4.64286342009463e+001dB,8.99370654382401e+001°)
3.89045144994274e+004	(4.62030851178045e+001dB,8.99314105580684e+001°)
3.98107170553490e+004	(4.59762487355787e+001dB,8.99252977757255e+001°)
4.07380277804105e+004	(4.57480557926335e+001dB,8.99186895696439e+001°)
4.16869383470328e+004	(4.55184328441800e+001dB,8.99115451394868e+001°)
4.26579518801585e+004	(4.52873019618124e+001dB,8.99038200882572e+001°)
4.36515832240158e+004	(4.50545804064471e+001dB,8.98954660691400e+001°)
4.46683592150955e+004	(4.48201802717789e+001dB,8.98864303925307e+001°)
4.57088189614867e+004	(4.45840080949914e+001dB,8.98766555880249e+001°)
4.67735141287190e+004	(4.43459644310330e+001dB,8.98660789153454e+001°)
4.78630092322630e+004	(4.41059433862713e+001dB,8.98546318172469e+001°)
4.89778819368437e+004	(4.38638321067661e+001dB,8.98422393063352e+001°)
5.01187233627263e+004	(4.36195102157358e+001dB,8.98288192764339e+001°)
5.12861383991355e+004	(4.33728491940202e+001dB,8.98142817275832e+001°)
5.24807460249763e+004	(4.31237116964396e+001dB,8.97985278919152e+001°)
5.37031796370243e+004	(4.28719507958987e+001dB,8.97814492454532e+001°)
5.49540873857614e+004	(4.26174091458443e+001dB,8.97629263882457e+001°)
5.62341325190339e+004	(4.23599180502365e+001dB,8.97428277720812e+001°)
5.75439937337146e+004	(4.20992964284696e+001dB,8.97210082512049e+001°)
5.88843655355578e+004	(4.18353496606511e+001dB,8.96973074268185e+001°)
6.02559586074346e+004	(4.15678682962244e+001dB,8.96715477505055e+001°)
6.16595001861471e+004	(4.12966266060349e+001dB,8.96435323448171e+001°)
6.30957344480181e+004	(4.10213809544854e+001dB,8.96130424907795e+001°)
6.45654229034643e+004	(4.07418679642594e+001dB,8.95798347216175e+001°)
6.60693448007584e+004	(4.04578024410726e+001dB,8.95436374490070e+001°)
6.76082975391969e+004	(4.01688750198065e+001dB,8.95041470319819e+001°)
6.91830970918923e+004	(3.98747494859451e+001dB,8.94610231783165e+001°)
7.07945784384124e+004	(3.95750597171214e+001dB,8.94138835425976e+001°)
7.24435960074976e+004	(3.92694061783531e+001dB,8.93622973527018e+001°)
7.41310241300903e+004	(3.89573518906529e+001dB,8.93057778548799e+001°)
7.58577575029169e+004	(3.86384177753822e+001dB,8.92437733142616e+001°)
7.76247116628677e+004	(3.83120772550307e+001dB,8.91756562384403e+001°)
7.94328234724266e+004	(3.79777499637562e+001dB,8.91007104015245e+001°)
8.12830516164084e+004	(3.76347943863076e+001dB,8.90181151272641e+001°)
8.31763771102655e+004	(3.72824991995841e+001dB,8.89269261322129e+001°)
8.51138038202360e+004	(3.69200730339453e+001dB,8.88260520187378e+001°)
8.70963589956064e+004	(3.65466322972236e+001dB,8.87142252221119e+001°)
8.91250938133728e+004	(3.61611866073302e+001dB,8.85899658256608e+001°)
9.12010839355892e+004	(3.57626212511855e+001dB,8.84515361186201e+001°)
9.33254300796973e+004	(3.53496759169058e+001dB,8.82968830171334e+001°)
9.54992586021417e+004	(3.49209187162786e+001dB,8.81235644004073e+001°)
9.77237220955792e+004	(3.44747142018557e+001dB,8.79286538794494e+001°)
9.99999999999980e+004	(3.40091836529263e+001dB,8.77086162784084e+001°)
1.02329299228073e+005	(3.35221553061791e+001dB,8.74591427930183e+001°)
1.04712854805088e+005	(3.30111013638199e+001dB,8.71749297900126e+001°)
1.07151930523759e+005	(3.24730574089835e+001dB,8.68493775223180e+001°)
1.09647819614316e+005	(3.19045181190775e+001dB,8.64741729598469e+001°)
1.12201845430194e+005	(3.13013006196051e+001dB,8.60387015278631e+001°)
1.14815362149686e+005	(3.06583630399716e+001dB,8.55292005425728e+001°)
1.17489755493951e+005	(2.99695601594964e+001dB,8.49275128474203e+001°)
1.20226443461739e+005	(2.92273094571630e+001dB,8.42092041234135e+001°)
1.23026877081236e+005	(2.84221279346395e+001dB,8.33406350615618e+001°)
1.25892541179414e+005	(2.75419809444625e+001dB,8.22742548062116e+001°)
1.28824955169311e+005	(2.65713579282238e+001dB,8.09407426871234e+001°)
1.31825673855638e+005	(2.54899620392549e+001dB,7.92353050352019e+001°)
1.34896288259163e+005	(2.42709076502183e+001dB,7.69925658247697e+001°)
1.38038426460286e+005	(2.28785315457375e+001dB,7.39379435278641e+001°)
1.41253754462273e+005	(2.12670876795795e+001dB,6.95879626181726e+001°)
1.44543977074590e+005	(1.93870530822271e+001dB,6.30369738359200e+001°)
1.47910838816818e+005	(1.72303234169648e+001dB,5.25193657165430e+001°)
1.51356124843618e+005	(1.50367953218639e+001dB,3.49137948150929e+001°)
1.54881661891245e+005	(1.37984186959644e+001dB,8.14644538919535e+000°)
1.58489319246108e+005	(1.46474362781319e+001dB,-2.00073936526634e+001°)
1.62181009735890e+005	(1.67672141001224e+001dB,-3.96027274495226e+001°)
1.65958690743753e+005	(1.89834447342917e+001dB,-5.13364931763019e+001°)
1.69824365246171e+005	(2.09407893113945e+001dB,-5.85430440667895e+001°)
1.73780082874934e+005	(2.26211548225937e+001dB,-6.32561815098848e+001°)
1.77827941003889e+005	(2.40715990622316e+001dB,-6.65208194173818e+001°)
1.81970085860995e+005	(2.53397977612002e+001dB,-6.88880206629108e+001°)
1.86208713666283e+005	(2.64636014592374e+001dB,-7.06665697794657e+001°)
1.90546071796321e+005	(2.74716315204884e+001dB,-7.20402232369405e+001°)
1.94984459975800e+005	(2.83854653741213e+001dB,-7.31242440930395e+001°)
1.99526231496884e+005	(2.92215478025285e+001dB,-7.39942351401226e+001°)
2.04173794466949e+005	(2.99926009380653e+001dB,-7.47016939345372e+001°)
2.08929613085400e+005	(3.07086217902166e+001dB,-7.52828425249204e+001°)
2.13796208950219e+005	(3.13775843139750e+001dB,-7.57638689674505e+001°)
2.18776162394951e+005	(3.20059375119976e+001dB,-7.61641627324454e+001°)
2.23872113856829e+005	(3.25989634501729e+001dB,-7.64983811206241e+001°)
2.29086765276772e+005	(3.31610383733796e+001dB,-7.67778091468268e+001°)
2.34422881531987e+005	(3.36958259807649e+001dB,-7.70112783877205e+001°)
2.39883291901944e+005	(3.42064225401894e+001dB,-7.72058025253838e+001°)
2.45470891568498e+005	(3.46954673199098e+001dB,-7.73670262037136e+001°)
2.51188643150953e+005	(3.51652276907433e+001dB,-7.74995480212140e+001°)
2.57039578276881e+005	(3.56176654794094e+001dB,-7.76071569042314e+001°)
2.63026799189533e+005	(3.60544892666905e+001dB,-7.76930077498534e+001°)
2.69153480392686e+005	(3.64771960226244e+001dB,-7.77597537646660e+001°)
2.75422870333811e+005	(3.68871045614499e+001dB,-7.78096474457116e+001°)
2.81838293126439e+005	(3.72853826551814e+001dB,-7.78446185313373e+001°)
2.88403150312654e+005	(3.76730691832119e+001dB,-7.78663348166174e+001°)
2.95120922666632e+005	(3.80510923606497e+001dB,-7.78762500649347e+001°)
3.01995172040195e+005	(3.84202848426162e+001dB,-7.78756420930282e+001°)
3.09029543251352e+005	(3.87813963197724e+001dB,-7.78656432943274e+001°)
3.16227766016831e+005	(3.91351040841108e+001dB,-7.78472652859857e+001°)
3.23593656929621e+005	(3.94820219410885e+001dB,-7.78214189467965e+001°)
3.31131121482584e+005	(3.98227077656703e+001dB,-7.77889308078726e+001°)
3.38844156139195e+005	(4.01576699394828e+001dB,-7.77505565327542e+001°)
3.46736850452524e+005	(4.04873728594959e+001dB,-7.77069920558382e+001°)
3.54813389233568e+005	(4.08122416721176e+001dB,-7.76588828219061e+001°)
3.63078054770093e+005	(4.11326663578654e+001dB,-7.76068314739149e+001°)
3.71535229097164e+005	(4.14490052690393e+001dB,-7.75514042631612e+001°)
3.80189396320553e+005	(4.17615882047104e+001dB,-7.74931363997069e+001°)
3.89045144994272e+005	(4.20707190928274e+001dB,-7.74325365173940e+001°)
3.98107170553488e+005	(4.23766783375441e+001dB,-7.73700903938337e+001°)
4.07380277804104e+005	(4.26797248803966e+001dB,-7.73062640391520e+001°)
4.16869383470326e+005	(4.29800980162327e+001dB,-7.72415062463432e+001°)
4.26579518801583e+005	(4.32780189984816e+001dB,-7.71762506795312e+001°)
4.36515832240156e+005	(4.35736924631422e+001dB,-7.71109175633310e+001°)
4.46683592150953e+005	(4.38673076965734e+001dB,-7.70459150260749e+001°)
4.57088189614865e+005	(4.41590397685888e+001dB,-7.69816401413837e+001°)
4.67735141287188e+005	(4.44490505493742e+001dB,-7.69184797059565e+001°)
4.78630092322628e+005	(4.47374896262377e+001dB,-7.68568107862028e+001°)
4.89778819368435e+005	(4.50244951340816e+001dB,-7.67970010621616e+001°)
5.01187233627261e+005	(4.53101945116882e+001dB,-7.67394089938350e+001°)
5.12861383991353e+005	(4.55947051943727e+001dB,-7.66843838324405e+001°)
5.24807460249761e+005	(4.58781352522335e+001dB,-7.66322654970032e+001°)
5.37031796370241e+005	(4.61605839820839e+001dB,-7.65833843350712e+001°)
5.49540873857612e+005	(4.64421424601493e+001dB,-7.65380607850328e+001°)
5.62341325190336e+005	(4.67228940617373e+001dB,-7.64966049564771e+001°)
5.75439937337144e+005	(4.70029149533068e+001dB,-7.64593161441988e+001°)
5.88843655355575e+005	(4.72822745616728e+001dB,-7.64264822907503e+001°)
6.02559586074344e+005	(4.75610360244577e+001dB,-7.63983794118467e+001°)
6.16595001861468e+005	(4.78392566253421e+001dB,-7.63752709983828e+001°)
6.30957344480179e+005	(4.81169882171553e+001dB,-7.63574074083152e+001°)
6.45654229034641e+005	(4.83942776353841e+001dB,-7.63450252611353e+001°)
6.60693448007581e+005	(4.86711671042544e+001dB,-7.63383468471355e+001°)
6.76082975391966e+005	(4.89476946371560e+001dB,-7.63375795630821e+001°)
6.91830970918920e+005	(4.92238944328252e+001dB,-7.63429153852942e+001°)
7.07945784384122e+005	(4.94997972683856e+001dB,-7.63545303904299e+001°)
7.24435960074973e+005	(4.97754308900544e+001dB,-7.63725843335404e+001°)
7.41310241300900e+005	(5.00508204020682e+001dB,-7.63972202921277e+001°)
7.58577575029166e+005	(5.03259886541501e+001dB,-7.64285643840689e+001°)
7.76247116628674e+005	(5.06009566276477e+001dB,-7.64667255663274e+001°)
7.94328234724263e+005	(5.08757438202997e+001dB,-7.65117955203833e+001°)
8.12830516164080e+005	(5.11503686294538e+001dB,-7.65638486292902e+001°)
8.31763771102652e+005	(5.14248487334535e+001dB,-7.66229420502009e+001°)
8.51138038202357e+005	(5.16992014708320e+001dB,-7.66891158851409e+001°)
8.70963589956060e+005	(5.19734442169064e+001dB,-7.67623934517338e+001°)
8.91250938133725e+005	(5.22475947573527e+001dB,-7.68427816545261e+001°)
9.12010839355888e+005	(5.25216716583494e+001dB,-7.69302714565453e+001°)
9.33254300796969e+005	(5.27956946329255e+001dB,-7.70248384497472e+001°)
9.54992586021413e+005	(5.30696849032146e+001dB,-7.71264435221078e+001°)
9.77237220955787e+005	(5.33436655584177e+001dB,-7.72350336182899e+001°)
9.99999999999976e+005	(5.36176619083967e+001dB,-7.73505425900883e+001°)
1.02329299228073e+006	(5.38917018329697e+001dB,-7.74728921322438e+001°)
1.04712854805087e+006	(5.41658161271509e+001dB,-7.76019927987155e+001°)
1.07151930523758e+006	(5.44400388427686e+001dB,-7.77377450941473e+001°)
1.09647819614316e+006	(5.47144076271080e+001dB,-7.78800406350449e+001°)
1.12201845430194e+006	(5.49889640594619e+001dB,-7.80287633751058e+001°)
1.14815362149686e+006	(5.52637539867229e+001dB,-7.81837908892426e+001°)
1.17489755493950e+006	(5.55388278594203e+001dB,-7.83449957110861e+001°)
1.20226443461738e+006	(5.58142410698988e+001dB,-7.85122467191773e+001°)
1.23026877081235e+006	(5.60900542946461e+001dB,-7.86854105676406e+001°)
1.25892541179414e+006	(5.63663338431036e+001dB,-7.88643531579029e+001°)
1.28824955169310e+006	(5.66431520156520e+001dB,-7.90489411489654e+001°)
1.31825673855638e+006	(5.69205874738458e+001dB,-7.92390435048621e+001°)
1.34896288259162e+006	(5.71987256263789e+001dB,-7.94345330792682e+001°)
1.38038426460285e+006	(5.74776590347102e+001dB,-7.96352882387587e+001°)
1.41253754462272e+006	(5.77574878427775e+001dB,-7.98411945279527e+001°)
1.44543977074589e+006	(5.80383202357569e+001dB,-8.00521463818014e+001°)
1.47910838816817e+006	(5.83202729334440e+001dB,-8.02680488925284e+001°)
1.51356124843617e+006	(5.86034717245079e+001dB,-8.04888196413191e+001°)
1.54881661891244e+006	(5.88880520486443e+001dB,-8.07143906078061e+001°)
1.58489319246107e+006	(5.91741596345410e+001dB,-8.09447101737585e+001°)
1.62181009735889e+006	(5.94619512025899e+001dB,-8.11797452412762e+001°)
1.65958690743752e+006	(5.97515952424695e+001dB,-8.14194834902855e+001°)
1.69824365246170e+006	(6.00432728770916e+001dB,-8.16639358054071e+001°)
1.73780082874933e+006	(6.03371788260596e+001dB,-8.19131389084382e+001°)
1.77827941003888e+006	(6.06335224836767e+001dB,-8.21671582400656e+001°)
1.81970085860994e+006	(6.09325291288352e+001dB,-8.24260911432005e+001°)
1.86208713666282e+006	(6.12344412868254e+001dB,-8.26900704109268e+001°)
1.90546071796320e+006	(6.15395202663476e+001dB,-8.29592682749140e+001°)
1.94984459975800e+006	(6.18480478989020e+001dB,-8.32339009258907e+001°)
1.99526231496883e+006	(6.21603285124252e+001dB,-8.35142336771557e+001°)
2.04173794466948e+006	(6.24766911767279e+001dB,-8.38005869061520e+001°)
