Freq.	V(pp)/i(R6)
2.85759054337473e+001	(1.14516634107887e+002dB,1.22086194789825e+002°)
2.86417796990636e+001	(1.14502446326941e+002dB,1.22024875693757e+002°)
2.87078058202447e+001	(1.14488239503230e+002dB,1.21963611153179e+002°)
2.87739841473545e+001	(1.14474013673174e+002dB,1.21902401366460e+002°)
2.88403150312638e+001	(1.14459768873284e+002dB,1.21841246530746e+002°)
2.89067988236525e+001	(1.14445505140164e+002dB,1.21780146841949e+002°)
2.89734358770110e+001	(1.14431222510508e+002dB,1.21719102494780e+002°)
2.90402265446423e+001	(1.14416921021100e+002dB,1.21658113682675e+002°)
2.91071711806638e+001	(1.14402600708817e+002dB,1.21597180597858e+002°)
2.91742701400094e+001	(1.14388261610615e+002dB,1.21536303431329e+002°)
2.92415237784311e+001	(1.14373903763545e+002dB,1.21475482372841e+002°)
2.93089324525009e+001	(1.14359527204737e+002dB,1.21414717610925e+002°)
2.93764965196130e+001	(1.14345131971409e+002dB,1.21354009332854e+002°)
2.94442163379853e+001	(1.14330718100861e+002dB,1.21293357724674e+002°)
2.95120922666616e+001	(1.14316285630472e+002dB,1.21232762971216e+002°)
2.95801246655132e+001	(1.14301834597706e+002dB,1.21172225256033e+002°)
2.96483138952411e+001	(1.14287365040103e+002dB,1.21111744761463e+002°)
2.97166603173779e+001	(1.14272876995285e+002dB,1.21051321668598e+002°)
2.97851642942896e+001	(1.14258370500949e+002dB,1.20990956157274e+002°)
2.98538261891773e+001	(1.14243845594867e+002dB,1.20930648406116e+002°)
2.99226463660796e+001	(1.14229302314889e+002dB,1.20870398592490e+002°)
2.99916251898742e+001	(1.14214740698935e+002dB,1.20810206892516e+002°)
3.00607630262800e+001	(1.14200160785004e+002dB,1.20750073481055e+002°)
3.01300602418589e+001	(1.14185562611160e+002dB,1.20689998531768e+002°)
3.01995172040178e+001	(1.14170946215540e+002dB,1.20629982217038e+002°)
3.02691342810107e+001	(1.14156311636352e+002dB,1.20570024708011e+002°)
3.03389118419403e+001	(1.14141658911870e+002dB,1.20510126174588e+002°)
3.04088502567604e+001	(1.14126988080437e+002dB,1.20450286785424e+002°)
3.04789498962774e+001	(1.14112299180462e+002dB,1.20390506707931e+002°)
3.05492111321527e+001	(1.14097592250416e+002dB,1.20330786108289e+002°)
3.06196343369044e+001	(1.14082867328837e+002dB,1.20271125151406e+002°)
3.06902198839092e+001	(1.14068124454326e+002dB,1.20211524000955e+002°)
3.07609681474047e+001	(1.14053363665541e+002dB,1.20151982819383e+002°)
3.08318795024911e+001	(1.14038585001207e+002dB,1.20092501767865e+002°)
3.09029543251335e+001	(1.14023788500103e+002dB,1.20033081006347e+002°)
3.09741929921634e+001	(1.14008974201071e+002dB,1.19973720693505e+002°)
3.10455958812811e+001	(1.13994142143006e+002dB,1.19914420986814e+002°)
3.11171633710577e+001	(1.13979292364861e+002dB,1.19855182042466e+002°)
3.11888958409369e+001	(1.13964424905644e+002dB,1.19796004015425e+002°)
3.12607936712371e+001	(1.13949539804418e+002dB,1.19736887059407e+002°)
3.13328572431534e+001	(1.13934637100295e+002dB,1.19677831326902e+002°)
3.14050869387597e+001	(1.13919716832444e+002dB,1.19618836969113e+002°)
3.14774831410107e+001	(1.13904779040082e+002dB,1.19559904136042e+002°)
3.15500462337438e+001	(1.13889823762475e+002dB,1.19501032976436e+002°)
3.16227766016813e+001	(1.13874851038939e+002dB,1.19442223637802e+002°)
3.16956746304324e+001	(1.13859860908836e+002dB,1.19383476266399e+002°)
3.17687407064952e+001	(1.13844853411576e+002dB,1.19324791007248e+002°)
3.18419752172587e+001	(1.13829828586613e+002dB,1.19266168004138e+002°)
3.19153785510051e+001	(1.13814786473447e+002dB,1.19207607399611e+002°)
3.19889510969114e+001	(1.13799727111620e+002dB,1.19149109334970e+002°)
3.20626932450521e+001	(1.13784650540714e+002dB,1.19090673950295e+002°)
3.21366053864006e+001	(1.13769556800358e+002dB,1.19032301384402e+002°)
3.22106879128318e+001	(1.13754445930216e+002dB,1.18973991774903e+002°)
3.22849412171238e+001	(1.13739317969991e+002dB,1.18915745258165e+002°)
3.23593656929602e+001	(1.13724172959429e+002dB,1.18857561969291e+002°)
3.24339617349323e+001	(1.13709010938305e+002dB,1.18799442042214e+002°)
3.25087297385408e+001	(1.13693831946438e+002dB,1.18741385609575e+002°)
3.25836701001983e+001	(1.13678636023677e+002dB,1.18683392802822e+002°)
3.26587832172310e+001	(1.13663423209906e+002dB,1.18625463752148e+002°)
3.27340694878812e+001	(1.13648193545042e+002dB,1.18567598586548e+002°)
3.28095293113093e+001	(1.13632947069034e+002dB,1.18509797433770e+002°)
3.28851630875957e+001	(1.13617683821861e+002dB,1.18452060420336e+002°)
3.29609712177431e+001	(1.13602403843532e+002dB,1.18394387671557e+002°)
3.30369541036788e+001	(1.13587107174087e+002dB,1.18336779311502e+002°)
3.31131121482565e+001	(1.13571793853589e+002dB,1.18279235463038e+002°)
3.31894457552584e+001	(1.13556463922133e+002dB,1.18221756247798e+002°)
3.32659553293978e+001	(1.13541117419837e+002dB,1.18164341786211e+002°)
3.33426412763208e+001	(1.13525754386843e+002dB,1.18106992197477e+002°)
3.34195040026087e+001	(1.13510374863318e+002dB,1.18049707599588e+002°)
3.34965439157801e+001	(1.13494978889453e+002dB,1.17992488109313e+002°)
3.35737614242928e+001	(1.13479566505458e+002dB,1.17935333842214e+002°)
3.36511569375464e+001	(1.13464137751565e+002dB,1.17878244912665e+002°)
3.37287308658842e+001	(1.13448692668027e+002dB,1.17821221433792e+002°)
3.38064836205954e+001	(1.13433231295116e+002dB,1.17764263517528e+002°)
3.38844156139175e+001	(1.13417753673119e+002dB,1.17707371274617e+002°)
3.39625272590381e+001	(1.13402259842342e+002dB,1.17650544814590e+002°)
3.40408189700973e+001	(1.13386749843108e+002dB,1.17593784245763e+002°)
3.41192911621901e+001	(1.13371223715753e+002dB,1.17537089675272e+002°)
3.41979442513681e+001	(1.13355681500628e+002dB,1.17480461209051e+002°)
3.42767786546423e+001	(1.13340123238096e+002dB,1.17423898951832e+002°)
3.43557947899847e+001	(1.13324548968535e+002dB,1.17367403007150e+002°)
3.44349930763311e+001	(1.13308958732332e+002dB,1.17310973477359e+002°)
3.45143739335828e+001	(1.13293352569884e+002dB,1.17254610463622e+002°)
3.45939377826094e+001	(1.13277730521599e+002dB,1.17198314065903e+002°)
3.46736850452504e+001	(1.13262092627891e+002dB,1.17142084383002e+002°)
3.47536161443178e+001	(1.13246438929185e+002dB,1.17085921512510e+002°)
3.48337315035984e+001	(1.13230769465911e+002dB,1.17029825550856e+002°)
3.49140315478558e+001	(1.13215084278503e+002dB,1.16973796593276e+002°)
3.49945167028329e+001	(1.13199383407401e+002dB,1.16917834733848e+002°)
3.50751873952540e+001	(1.13183666893050e+002dB,1.16861940065463e+002°)
3.51560440528270e+001	(1.13167934775896e+002dB,1.16806112679840e+002°)
3.52370871042459e+001	(1.13152187096391e+002dB,1.16750352667518e+002°)
3.53183169791928e+001	(1.13136423894983e+002dB,1.16694660117888e+002°)
3.53997341083406e+001	(1.13120645212123e+002dB,1.16639035119179e+002°)
3.54813389233547e+001	(1.13104851088262e+002dB,1.16583477758435e+002°)
3.55631318568956e+001	(1.13089041563849e+002dB,1.16527988121555e+002°)
3.56451133426215e+001	(1.13073216679329e+002dB,1.16472566293275e+002°)
3.57272838151900e+001	(1.13057376475146e+002dB,1.16417212357183e+002°)
3.58096437102607e+001	(1.13041520991740e+002dB,1.16361926395702e+002°)
3.58921934644976e+001	(1.13025650269544e+002dB,1.16306708490120e+002°)
3.59749335155713e+001	(1.13009764348987e+002dB,1.16251558720571e+002°)
3.60578643021613e+001	(1.12993863270491e+002dB,1.16196477166032e+002°)
3.61409862639584e+001	(1.12977947074472e+002dB,1.16141463904361e+002°)
3.62242998416669e+001	(1.12962015801334e+002dB,1.16086519012258e+002°)
3.63078054770072e+001	(1.12946069491476e+002dB,1.16031642565293e+002°)
3.63915036127177e+001	(1.12930108185283e+002dB,1.15976834637916e+002°)
3.64753946925578e+001	(1.12914131923134e+002dB,1.15922095303405e+002°)
3.65594791613095e+001	(1.12898140745391e+002dB,1.15867424633961e+002°)
3.66437574647803e+001	(1.12882134692409e+002dB,1.15812822700629e+002°)
3.67282300498055e+001	(1.12866113804526e+002dB,1.15758289573323e+002°)
3.68128973642501e+001	(1.12850078122067e+002dB,1.15703825320863e+002°)
3.68977598570120e+001	(1.12834027685343e+002dB,1.15649430010937e+002°)
3.69828179780236e+001	(1.12817962534647e+002dB,1.15595103710134e+002°)
3.70680721782546e+001	(1.12801882710259e+002dB,1.15540846483892e+002°)
3.71535229097142e+001	(1.12785788252439e+002dB,1.15486658396596e+002°)
3.72391706254538e+001	(1.12769679201431e+002dB,1.15432539511479e+002°)
3.73250157795690e+001	(1.12753555597458e+002dB,1.15378489890695e+002°)
3.74110588272023e+001	(1.12737417480726e+002dB,1.15324509595300e+002°)
3.74973002245453e+001	(1.12721264891418e+002dB,1.15270598685241e+002°)
3.75837404288413e+001	(1.12705097869699e+002dB,1.15216757219379e+002°)
3.76703798983878e+001	(1.12688916455709e+002dB,1.15162985255483e+002°)
3.77572190925385e+001	(1.12672720689568e+002dB,1.15109282850241e+002°)
3.78442584717062e+001	(1.12656510611370e+002dB,1.15055650059255e+002°)
3.79314984973651e+001	(1.12640286261189e+002dB,1.15002086937029e+002°)
3.80189396320530e+001	(1.12624047679069e+002dB,1.14948593537017e+002°)
3.81065823393742e+001	(1.12607794905032e+002dB,1.14895169911587e+002°)
3.81944270840015e+001	(1.12591527979074e+002dB,1.14841816112022e+002°)
3.82824743316791e+001	(1.12575246941162e+002dB,1.14788532188562e+002°)
3.83707245492247e+001	(1.12558951831235e+002dB,1.14735318190356e+002°)
3.84591782045322e+001	(1.12542642689207e+002dB,1.14682174165507e+002°)
3.85478357665740e+001	(1.12526319554958e+002dB,1.14629100161074e+002°)
3.86366977054037e+001	(1.12509982468341e+002dB,1.14576096223031e+002°)
3.87257644921585e+001	(1.12493631469180e+002dB,1.14523162396317e+002°)
3.88150365990616e+001	(1.12477266597264e+002dB,1.14470298724811e+002°)
3.89045144994248e+001	(1.12460887892354e+002dB,1.14417505251363e+002°)
3.89941986676511e+001	(1.12444495394174e+002dB,1.14364782017774e+002°)
3.90840895792369e+001	(1.12428089142417e+002dB,1.14312129064811e+002°)
3.91741877107750e+001	(1.12411669176743e+002dB,1.14259546432201e+002°)
3.92644935399567e+001	(1.12395235536776e+002dB,1.14207034158634e+002°)
3.93550075455745e+001	(1.12378788262105e+002dB,1.14154592281784e+002°)
3.94457302075245e+001	(1.12362327392283e+002dB,1.14102220838295e+002°)
3.95366620068095e+001	(1.12345852966827e+002dB,1.14049919863792e+002°)
3.96278034255406e+001	(1.12329365025215e+002dB,1.13997689392874e+002°)
3.97191549469407e+001	(1.12312863606889e+002dB,1.13945529459136e+002°)
3.98107170553464e+001	(1.12296348751252e+002dB,1.13893440095153e+002°)
3.99024902362108e+001	(1.12279820497666e+002dB,1.13841421332510e+002°)
3.99944749761064e+001	(1.12263278885456e+002dB,1.13789473201776e+002°)
4.00866717627269e+001	(1.12246723953904e+002dB,1.13737595732512e+002°)
4.01790810848906e+001	(1.12230155742253e+002dB,1.13685788953307e+002°)
4.02717034325425e+001	(1.12213574289703e+002dB,1.13634052891716e+002°)
4.03645392967571e+001	(1.12196979635412e+002dB,1.13582387574355e+002°)
4.04575891697408e+001	(1.12180371818496e+002dB,1.13530793026817e+002°)
4.05508535448350e+001	(1.12163750878025e+002dB,1.13479269273730e+002°)
4.06443329165178e+001	(1.12147116853027e+002dB,1.13427816338743e+002°)
4.07380277804078e+001	(1.12130469782486e+002dB,1.13376434244521e+002°)
4.08319386332658e+001	(1.12113809705339e+002dB,1.13325123012761e+002°)
4.09260659729976e+001	(1.12097136660476e+002dB,1.13273882664204e+002°)
4.10204102986572e+001	(1.12080450686745e+002dB,1.13222713218607e+002°)
4.11149721104487e+001	(1.12063751822942e+002dB,1.13171614694781e+002°)
4.12097519097295e+001	(1.12047040107819e+002dB,1.13120587110578e+002°)
4.13047501990126e+001	(1.12030315580077e+002dB,1.13069630482907e+002°)
4.13999674819695e+001	(1.12013578278371e+002dB,1.13018744827694e+002°)
4.14954042634328e+001	(1.11996828241306e+002dB,1.12967930159956e+002°)
4.15910610493987e+001	(1.11980065507434e+002dB,1.12917186493760e+002°)
4.16869383470300e+001	(1.11963290115263e+002dB,1.12866513842215e+002°)
4.17830366646586e+001	(1.11946502103244e+002dB,1.12815912217525e+002°)
4.18793565117883e+001	(1.11929701509779e+002dB,1.12765381630937e+002°)
4.19758983990972e+001	(1.11912888373219e+002dB,1.12714922092792e+002°)
4.20726628384408e+001	(1.11896062731862e+002dB,1.12664533612494e+002°)
4.21696503428546e+001	(1.11879224623952e+002dB,1.12614216198530e+002°)
4.22668614265567e+001	(1.11862374087680e+002dB,1.12563969858488e+002°)
4.23642966049505e+001	(1.11845511161183e+002dB,1.12513794599022e+002°)
4.24619563946276e+001	(1.11828635882545e+002dB,1.12463690425874e+002°)
4.25598413133707e+001	(1.11811748289791e+002dB,1.12413657343922e+002°)
4.26579518801556e+001	(1.11794848420895e+002dB,1.12363695357092e+002°)
4.27562886151549e+001	(1.11777936313773e+002dB,1.12313804468454e+002°)
4.28548520397403e+001	(1.11761012006284e+002dB,1.12263984680164e+002°)
4.29536426764850e+001	(1.11744075536231e+002dB,1.12214235993485e+002°)
4.30526610491674e+001	(1.11727126941359e+002dB,1.12164558408823e+002°)
4.31519076827728e+001	(1.11710166259354e+002dB,1.12114951925674e+002°)
4.32513831034971e+001	(1.11693193527847e+002dB,1.12065416542666e+002°)
4.33510878387492e+001	(1.11676208784407e+002dB,1.12015952257559e+002°)
4.34510224171534e+001	(1.11659212066545e+002dB,1.11966559067229e+002°)
4.35511873685531e+001	(1.11642203411711e+002dB,1.11917236967713e+002°)
4.36515832240128e+001	(1.11625182857297e+002dB,1.11867985954154e+002°)
4.37522105158214e+001	(1.11608150440633e+002dB,1.11818806020859e+002°)
4.38530697774948e+001	(1.11591106198987e+002dB,1.11769697161273e+002°)
4.39541615437787e+001	(1.11574050169566e+002dB,1.11720659367992e+002°)
4.40554863506515e+001	(1.11556982389517e+002dB,1.11671692632762e+002°)
4.41570447353274e+001	(1.11539902895923e+002dB,1.11622796946488e+002°)
4.42588372362588e+001	(1.11522811725804e+002dB,1.11573972299244e+002°)
4.43608643931394e+001	(1.11505708916117e+002dB,1.11525218680260e+002°)
4.44631267469070e+001	(1.11488594503755e+002dB,1.11476536077925e+002°)
4.45656248397465e+001	(1.11471468525548e+002dB,1.11427924479837e+002°)
4.46683592150924e+001	(1.11454331018261e+002dB,1.11379383872727e+002°)
4.47713304176324e+001	(1.11437182018595e+002dB,1.11330914242538e+002°)
4.48745389933093e+001	(1.11420021563183e+002dB,1.11282515574382e+002°)
4.49779854893249e+001	(1.11402849688595e+002dB,1.11234187852565e+002°)
4.50816704541421e+001	(1.11385666431335e+002dB,1.11185931060576e+002°)
4.51855944374883e+001	(1.11368471827839e+002dB,1.11137745181125e+002°)
4.52897579903581e+001	(1.11351265914478e+002dB,1.11089630196090e+002°)
4.53941616650164e+001	(1.11334048727554e+002dB,1.11041586086572e+002°)
4.54988060150009e+001	(1.11316820303304e+002dB,1.10993612832873e+002°)
4.56036915951256e+001	(1.11299580677893e+002dB,1.10945710414520e+002°)
4.57088189614835e+001	(1.11282329887423e+002dB,1.10897878810241e+002°)
4.58141886714494e+001	(1.11265067967923e+002dB,1.10850117997983e+002°)
4.59198012836829e+001	(1.11247794955356e+002dB,1.10802427954920e+002°)
4.60256573581316e+001	(1.11230510885613e+002dB,1.10754808657459e+002°)
4.61317574560339e+001	(1.11213215794518e+002dB,1.10707260081239e+002°)
4.62381021399220e+001	(1.11195909717825e+002dB,1.10659782201117e+002°)
4.63446919736248e+001	(1.11178592691214e+002dB,1.10612374991205e+002°)
4.64515275222709e+001	(1.11161264750299e+002dB,1.10565038424854e+002°)
4.65586093522918e+001	(1.11143925930621e+002dB,1.10517772474659e+002°)
4.66659380314248e+001	(1.11126576267648e+002dB,1.10470577112474e+002°)
4.67735141287157e+001	(1.11109215796780e+002dB,1.10423452309394e+002°)
4.68813382145224e+001	(1.11091844553343e+002dB,1.10376398035782e+002°)
4.69894108605174e+001	(1.11074462572590e+002dB,1.10329414261259e+002°)
4.70977326396912e+001	(1.11057069889704e+002dB,1.10282500954712e+002°)
4.72063041263549e+001	(1.11039666539792e+002dB,1.10235658084305e+002°)
4.73151258961439e+001	(1.11022252557891e+002dB,1.10188885617471e+002°)
4.74241985260203e+001	(1.11004827978962e+002dB,1.10142183520914e+002°)
4.75335225942763e+001	(1.10987392837894e+002dB,1.10095551760617e+002°)
4.76430986805374e+001	(1.10969947169502e+002dB,1.10048990301878e+002°)
4.77529273657649e+001	(1.10952491008525e+002dB,1.10002499109249e+002°)
4.78630092322596e+001	(1.10935024389629e+002dB,1.09956078146595e+002°)
4.79733448636647e+001	(1.10917547347406e+002dB,1.09909727377064e+002°)
4.80839348449686e+001	(1.10900059916369e+002dB,1.09863446763128e+002°)
4.81947797625085e+001	(1.10882562130962e+002dB,1.09817236266529e+002°)
4.83058802039730e+001	(1.10865054025547e+002dB,1.09771095848344e+002°)
4.84172367584057e+001	(1.10847535634413e+002dB,1.09725025468969e+002°)
4.85288500162078e+001	(1.10830006991774e+002dB,1.09679025088079e+002°)
4.86407205691419e+001	(1.10812468131765e+002dB,1.09633094664704e+002°)
4.87528490103343e+001	(1.10794919088447e+002dB,1.09587234157184e+002°)
4.88652359342790e+001	(1.10777359895803e+002dB,1.09541443523189e+002°)
4.89778819368403e+001	(1.10759790587737e+002dB,1.09495722719725e+002°)
4.90907876152560e+001	(1.10742211198079e+002dB,1.09450071703109e+002°)
4.92039535681407e+001	(1.10724621760578e+002dB,1.09404490429040e+002°)
4.93173803954892e+001	(1.10707022308910e+002dB,1.09358978852512e+002°)
4.94310686986791e+001	(1.10689412876667e+002dB,1.09313536927907e+002°)
4.95450190804746e+001	(1.10671793497367e+002dB,1.09268164608928e+002°)
4.96592321450292e+001	(1.10654164204448e+002dB,1.09222861848645e+002°)
4.97737084978892e+001	(1.10636525031270e+002dB,1.09177628599486e+002°)
4.98884487459968e+001	(1.10618876011113e+002dB,1.09132464813243e+002°)
5.00034534976934e+001	(1.10601217177180e+002dB,1.09087370441052e+002°)
5.01187233627228e+001	(1.10583548562592e+002dB,1.09042345433447e+002°)
5.02342589522342e+001	(1.10565870200391e+002dB,1.08997389740322e+002°)
5.03500608787860e+001	(1.10548182123542e+002dB,1.08952503310948e+002°)
5.04661297563483e+001	(1.10530484364928e+002dB,1.08907686093967e+002°)
5.05824662003069e+001	(1.10512776957351e+002dB,1.08862938037426e+002°)
5.06990708274659e+001	(1.10495059933535e+002dB,1.08818259088738e+002°)
5.08159442560515e+001	(1.10477333326122e+002dB,1.08773649194723e+002°)
5.09330871057150e+001	(1.10459597167674e+002dB,1.08729108301582e+002°)
5.10504999975361e+001	(1.10441851490671e+002dB,1.08684636354937e+002°)
5.11681835540262e+001	(1.10424096327515e+002dB,1.08640233299783e+002°)
5.12861383991319e+001	(1.10406331710523e+002dB,1.08595899080543e+002°)
5.14043651582380e+001	(1.10388557671933e+002dB,1.08551633641053e+002°)
5.15228644581710e+001	(1.10370774243903e+002dB,1.08507436924526e+002°)
5.16416369272025e+001	(1.10352981458506e+002dB,1.08463308873645e+002°)
5.17606831950521e+001	(1.10335179347735e+002dB,1.08419249430475e+002°)
5.18800038928915e+001	(1.10317367943500e+002dB,1.08375258536524e+002°)
5.19995996533469e+001	(1.10299547277632e+002dB,1.08331336132713e+002°)
5.21194711105034e+001	(1.10281717381875e+002dB,1.08287482159410e+002°)
5.22396188999073e+001	(1.10263878287895e+002dB,1.08243696556405e+002°)
5.23600436585703e+001	(1.10246030027273e+002dB,1.08199979262938e+002°)
5.24807460249725e+001	(1.10228172631508e+002dB,1.08156330217689e+002°)
5.26017266390659e+001	(1.10210306132017e+002dB,1.08112749358779e+002°)
5.27229861422775e+001	(1.10192430560132e+002dB,1.08069236623779e+002°)
5.28445251775133e+001	(1.10174545947105e+002dB,1.08025791949714e+002°)
5.29663443891610e+001	(1.10156652324101e+002dB,1.07982415273078e+002°)
5.30884444230940e+001	(1.10138749722207e+002dB,1.07939106529795e+002°)
5.32108259266746e+001	(1.10120838172420e+002dB,1.07895865655292e+002°)
5.33334895487573e+001	(1.10102917705660e+002dB,1.07852692584426e+002°)
5.34564359396923e+001	(1.10084988352759e+002dB,1.07809587251555e+002°)
5.35796657513293e+001	(1.10067050144467e+002dB,1.07766549590493e+002°)
5.37031796370204e+001	(1.10049103111449e+002dB,1.07723579534545e+002°)
5.38269782516240e+001	(1.10031147284288e+002dB,1.07680677016477e+002°)
5.39510622515079e+001	(1.10013182693481e+002dB,1.07637841968553e+002°)
5.40754322945532e+001	(1.09995209369442e+002dB,1.07595074322544e+002°)
5.42000890401575e+001	(1.09977227342501e+002dB,1.07552374009672e+002°)
5.43250331492384e+001	(1.09959236642902e+002dB,1.07509740960683e+002°)
5.44502652842372e+001	(1.09941237300807e+002dB,1.07467175105813e+002°)
5.45757861091221e+001	(1.09923229346292e+002dB,1.07424676374807e+002°)
5.47015962893922e+001	(1.09905212809348e+002dB,1.07382244696897e+002°)
5.48276964920804e+001	(1.09887187719882e+002dB,1.07339880000858e+002°)
5.49540873857574e+001	(1.09869154107717e+002dB,1.07297582214941e+002°)
5.50807696405353e+001	(1.09851112002590e+002dB,1.07255351266923e+002°)
5.52077439280707e+001	(1.09833061434154e+002dB,1.07213187084118e+002°)
5.53350109215686e+001	(1.09815002431975e+002dB,1.07171089593341e+002°)
5.54625712957860e+001	(1.09796935025537e+002dB,1.07129058720950e+002°)
5.55904257270353e+001	(1.09778859244238e+002dB,1.07087094392811e+002°)
5.57185748931879e+001	(1.09760775117388e+002dB,1.07045196534349e+002°)
5.58470194736780e+001	(1.09742682674217e+002dB,1.07003365070500e+002°)
5.59757601495059e+001	(1.09724581943864e+002dB,1.06961599925751e+002°)
5.61047976032419e+001	(1.09706472955387e+002dB,1.06919901024135e+002°)
5.62341325190298e+001	(1.09688355737758e+002dB,1.06878268289216e+002°)
5.63637655825903e+001	(1.09670230319860e+002dB,1.06836701644137e+002°)
5.64936974812251e+001	(1.09652096730496e+002dB,1.06795201011552e+002°)
5.66239289038201e+001	(1.09633954998378e+002dB,1.06753766313705e+002°)
5.67544605408495e+001	(1.09615805152138e+002dB,1.06712397472381e+002°)
5.68852930843789e+001	(1.09597647220317e+002dB,1.06671094408934e+002°)
5.70164272280695e+001	(1.09579481231374e+002dB,1.06629857044275e+002°)
5.71478636671814e+001	(1.09561307213680e+002dB,1.06588685298900e+002°)
5.72796030985776e+001	(1.09543125195524e+002dB,1.06547579092862e+002°)
5.74116462207274e+001	(1.09524935205104e+002dB,1.06506538345797e+002°)
5.75439937337104e+001	(1.09506737270536e+002dB,1.06465562976907e+002°)
5.76766463392197e+001	(1.09488531419849e+002dB,1.06424652904988e+002°)
5.78096047405665e+001	(1.09470317680987e+002dB,1.06383808048418e+002°)
5.79428696426827e+001	(1.09452096081806e+002dB,1.06343028325166e+002°)
5.80764417521258e+001	(1.09433866650079e+002dB,1.06302313652772e+002°)
5.82103217770817e+001	(1.09415629413491e+002dB,1.06261663948404e+002°)
5.83445104273691e+001	(1.09397384399642e+002dB,1.06221079128793e+002°)
5.84790084144426e+001	(1.09379131636045e+002dB,1.06180559110287e+002°)
5.86138164513974e+001	(1.09360871150130e+002dB,1.06140103808837e+002°)
5.87489352529722e+001	(1.09342602969237e+002dB,1.06099713140000e+002°)
5.88843655355534e+001	(1.09324327120623e+002dB,1.06059387018939e+002°)
5.90201080171789e+001	(1.09306043631458e+002dB,1.06019125360436e+002°)
5.91561634175419e+001	(1.09287752528827e+002dB,1.05978928078870e+002°)
5.92925324579945e+001	(1.09269453839727e+002dB,1.05938795088266e+002°)
5.94292158615517e+001	(1.09251147591071e+002dB,1.05898726302246e+002°)
5.95662143528955e+001	(1.09232833809684e+002dB,1.05858721634078e+002°)
5.97035286583781e+001	(1.09214512522309e+002dB,1.05818780996633e+002°)
5.98411595060264e+001	(1.09196183755599e+002dB,1.05778904302435e+002°)
5.99791076255454e+001	(1.09177847536122e+002dB,1.05739091463636e+002°)
6.01173737483222e+001	(1.09159503890362e+002dB,1.05699342392009e+002°)
6.02559586074302e+001	(1.09141152844715e+002dB,1.05659656998984e+002°)
6.03948629376324e+001	(1.09122794425492e+002dB,1.05620035195632e+002°)
6.05340874753857e+001	(1.09104428658918e+002dB,1.05580476892662e+002°)
6.06736329588449e+001	(1.09086055571132e+002dB,1.05540982000437e+002°)
6.08135001278661e+001	(1.09067675188188e+002dB,1.05501550428952e+002°)
6.09536897240112e+001	(1.09049287536053e+002dB,1.05462182087895e+002°)
6.10942024905515e+001	(1.09030892640608e+002dB,1.05422876886575e+002°)
6.12350391724716e+001	(1.09012490527651e+002dB,1.05383634733974e+002°)
6.13762005164737e+001	(1.08994081222891e+002dB,1.05344455538742e+002°)
6.15176872709811e+001	(1.08975664751953e+002dB,1.05305339209180e+002°)
6.16595001861425e+001	(1.08957241140375e+002dB,1.05266285653274e+002°)
6.18016400138358e+001	(1.08938810413612e+002dB,1.05227294778671e+002°)
6.19441075076723e+001	(1.08920372597029e+002dB,1.05188366492694e+002°)
6.20869034230005e+001	(1.08901927715911e+002dB,1.05149500702334e+002°)
6.22300285169101e+001	(1.08883475795454e+002dB,1.05110697314282e+002°)
6.23734835482361e+001	(1.08865016860767e+002dB,1.05071956234895e+002°)
6.25172692775627e+001	(1.08846550936878e+002dB,1.05033277370217e+002°)
6.26613864672277e+001	(1.08828078048726e+002dB,1.04994660625985e+002°)
6.28058358813259e+001	(1.08809598221167e+002dB,1.04956105907617e+002°)
6.29506182857138e+001	(1.08791111478969e+002dB,1.04917613120239e+002°)
6.30957344480134e+001	(1.08772617846817e+002dB,1.04879182168660e+002°)
6.32411851376160e+001	(1.08754117349311e+002dB,1.04840812957390e+002°)
6.33869711256867e+001	(1.08735610010964e+002dB,1.04802505390640e+002°)
6.35330931851684e+001	(1.08717095856205e+002dB,1.04764259372336e+002°)
6.36795520907856e+001	(1.08698574909378e+002dB,1.04726074806097e+002°)
6.38263486190489e+001	(1.08680047194741e+002dB,1.04687951595253e+002°)
6.39734835482588e+001	(1.08661512736468e+002dB,1.04649889642850e+002°)
6.41209576585101e+001	(1.08642971558649e+002dB,1.04611888851652e+002°)
6.42687717316959e+001	(1.08624423685286e+002dB,1.04573949124125e+002°)
6.44169265515117e+001	(1.08605869140300e+002dB,1.04536070362476e+002°)
6.45654229034595e+001	(1.08587307947525e+002dB,1.04498252468613e+002°)
6.47142615748522e+001	(1.08568740130711e+002dB,1.04460495344188e+002°)
6.48634433548177e+001	(1.08550165713522e+002dB,1.04422798890568e+002°)
6.50129690343029e+001	(1.08531584719541e+002dB,1.04385163008849e+002°)
6.51628394060781e+001	(1.08512997172263e+002dB,1.04347587599868e+002°)
6.53130552647411e+001	(1.08494403095100e+002dB,1.04310072564193e+002°)
6.54636174067213e+001	(1.08475802511379e+002dB,1.04272617802126e+002°)
6.56145266302843e+001	(1.08457195444345e+002dB,1.04235223213719e+002°)
6.57657837355358e+001	(1.08438581917156e+002dB,1.04197888698746e+002°)
6.59173895244259e+001	(1.08419961952887e+002dB,1.04160614156759e+002°)
6.60693448007533e+001	(1.08401335574529e+002dB,1.04123399487022e+002°)
6.62216503701699e+001	(1.08382702804990e+002dB,1.04086244588570e+002°)
6.63743070401845e+001	(1.08364063667092e+002dB,1.04049149360190e+002°)
