Freq.	V(vi)/i(G82)
4.57088189614870e+003	(8.49220682367209e+001dB,-1.79062389891080e+002°)
4.67735141287193e+003	(8.49025471946657e+001dB,-1.78981866893136e+002°)
4.78630092322633e+003	(8.48822871101320e+001dB,-1.78895208790096e+002°)
4.89778819368441e+003	(8.48612735329136e+001dB,-1.78801967617239e+002°)
5.01187233627267e+003	(8.48394936984614e+001dB,-1.78701664443987e+002°)
5.12861383991359e+003	(8.48169368863159e+001dB,-1.78593787589649e+002°)
5.24807460249767e+003	(8.47935948275481e+001dB,-1.78477790816608e+002°)
5.37031796370247e+003	(8.47694621667811e+001dB,-1.78353091521459e+002°)
5.49540873857618e+003	(8.47445369848112e+001dB,-1.78219068950250e+002°)
5.62341325190343e+003	(8.47188213882763e+001dB,-1.78075062470769e+002°)
5.75439937337150e+003	(8.46923221732024e+001dB,-1.77920369942893e+002°)
5.88843655355582e+003	(8.46650515695764e+001dB,-1.77754246237537e+002°)
6.02559586074351e+003	(8.46370280742992e+001dB,-1.77575901965904e+002°)
6.16595001861475e+003	(8.46082773799174e+001dB,-1.77384502493780e+002°)
6.30957344480186e+003	(8.45788334063598e+001dB,-1.77179167330624e+002°)
6.45654229034648e+003	(8.45487394424227e+001dB,-1.76958970000379e+002°)
6.60693448007588e+003	(8.45180494028752e+001dB,-1.76722938520407e+002°)
6.76082975391974e+003	(8.44868292056548e+001dB,-1.76470056636633e+002°)
6.91830970918928e+003	(8.44551582715707e+001dB,-1.76199265986839e+002°)
7.07945784384129e+003	(8.44231311460424e+001dB,-1.75909469389753e+002°)
7.24435960074981e+003	(8.43908592384991e+001dB,-1.75599535484528e+002°)
7.41310241300908e+003	(8.43584726699293e+001dB,-1.75268304972565e+002°)
7.58577575029174e+003	(8.43261222124698e+001dB,-1.74914598739940e+002°)
7.76247116628682e+003	(8.42939812966447e+001dB,-1.74537228162162e+002°)
7.94328234724272e+003	(8.42622480516688e+001dB,-1.74135007910812e+002°)
8.12830516164089e+003	(8.42311473319716e+001dB,-1.73706771590572e+002°)
8.31763771102661e+003	(8.42009326686777e+001dB,-1.73251390530631e+002°)
8.51138038202366e+003	(8.41718880682540e+001dB,-1.72767796031407e+002°)
8.70963589956070e+003	(8.41443295621767e+001dB,-1.72255005319428e+002°)
8.91250938133734e+003	(8.41186063918114e+001dB,-1.71712151383327e+002°)
9.12010839355898e+003	(8.40951016926941e+001dB,-1.71138516744720e+002°)
9.33254300796979e+003	(8.40742325234218e+001dB,-1.70533571052449e+002°)
9.54992586021424e+003	(8.40564490683690e+001dB,-1.69897012171535e+002°)
9.77237220955798e+003	(8.40422328329563e+001dB,-1.69228810166567e+002°)
9.99999999999987e+003	(8.40320936482632e+001dB,-1.68529253254671e+002°)
1.02329299228074e+004	(8.40265653118832e+001dB,-1.67798994434170e+002°)
1.04712854805089e+004	(8.40261997176277e+001dB,-1.67039097098174e+002°)
1.07151930523759e+004	(8.40315593712684e+001dB,-1.66251077544868e+002°)
1.09647819614317e+004	(8.40432082552428e+001dB,-1.65436941935920e+002°)
1.12201845430195e+004	(8.40617010927277e+001dB,-1.64599214979089e+002°)
1.14815362149687e+004	(8.40875711687810e+001dB,-1.63740957475121e+002°)
1.17489755493951e+004	(8.41213169882534e+001dB,-1.62865769927845e+002°)
1.20226443461740e+004	(8.41633881782253e+001dB,-1.61977779717431e+002°)
1.23026877081237e+004	(8.42141711648335e+001dB,-1.61081609910121e+002°)
1.25892541179415e+004	(8.42739752560696e+001dB,-1.60182328624635e+002°)
1.28824955169312e+004	(8.43430198282855e+001dB,-1.59285378961060e+002°)
1.31825673855639e+004	(8.44214233310987e+001dB,-1.58396490747511e+002°)
1.34896288259164e+004	(8.45091947837464e+001dB,-1.57521576662344e+002°)
1.38038426460287e+004	(8.46062283327697e+001dB,-1.56666616510079e+002°)
1.41253754462274e+004	(8.47123012813040e+001dB,-1.55837534426871e+002°)
1.44543977074591e+004	(8.48270757973681e+001dB,-1.55040074442607e+002°)
1.47910838816819e+004	(8.49501042821474e+001dB,-1.54279680046717e+002°)
1.51356124843619e+004	(8.50808381528376e+001dB,-1.53561383162841e+002°)
1.54881661891246e+004	(8.52186395916830e+001dB,-1.52889707263122e+002°)
1.58489319246109e+004	(8.53627956532907e+001dB,-1.52268588330146e+002°)
1.62181009735891e+004	(8.55125340194521e+001dB,-1.51701316126429e+002°)
1.65958690743754e+004	(8.56670396498563e+001dB,-1.51190496898508e+002°)
1.69824365246172e+004	(8.58254715955331e+001dB,-1.50738037360761e+002°)
1.73780082874935e+004	(8.59869793103752e+001dB,-1.50345148684898e+002°)
1.77827941003890e+004	(8.61507179011898e+001dB,-1.50012368340970e+002°)
1.81970085860996e+004	(8.63158618832765e+001dB,-1.49739597031529e+002°)
1.86208713666284e+004	(8.64816171420711e+001dB,-1.49526147632638e+002°)
1.90546071796322e+004	(8.66472309297931e+001dB,-1.49370802976024e+002°)
1.94984459975802e+004	(8.68119998404366e+001dB,-1.49271879429641e+002°)
1.99526231496885e+004	(8.69752758014497e+001dB,-1.49227293505416e+002°)
2.04173794466950e+004	(8.71364701937883e+001dB,-1.49234629089023e+002°)
2.08929613085401e+004	(8.72950562639316e+001dB,-1.49291203299568e+002°)
2.13796208950220e+004	(8.74505700238353e+001dB,-1.49394129408385e+002°)
2.18776162394952e+004	(8.76026098506235e+001dB,-1.49540375647445e+002°)
2.23872113856831e+004	(8.77508350004172e+001dB,-1.49726819100264e+002°)
2.29086765276774e+004	(8.78949632433947e+001dB,-1.49950294181222e+002°)
2.34422881531989e+004	(8.80347678130292e+001dB,-1.50207635468582e+002°)
2.39883291901946e+004	(8.81700738440514e+001dB,-1.50495714862845e+002°)
2.45470891568500e+004	(8.83007544532029e+001dB,-1.50811473199032e+002°)
2.51188643150954e+004	(8.84267265959404e+001dB,-1.51151946554999e+002°)
2.57039578276883e+004	(8.85479468121489e+001dB,-1.51514287574723e+002°)
2.63026799189534e+004	(8.86644069554561e+001dB,-1.51895782173244e+002°)
2.69153480392688e+004	(8.87761299843427e+001dB,-1.52293862015904e+002°)
2.75422870333813e+004	(8.88831658790440e+001dB,-1.52706113175418e+002°)
2.81838293126441e+004	(8.89855877360914e+001dB,-1.53130281371947e+002°)
2.88403150312656e+004	(8.90834880818933e+001dB,-1.53564274197857e+002°)
2.95120922666634e+004	(8.91769754375672e+001dB,-1.54006160722908e+002°)
3.01995172040197e+004	(8.92661711588625e+001dB,-1.54454168868149e+002°)
3.09029543251354e+004	(8.93512065671041e+001dB,-1.54906680927375e+002°)
3.16227766016833e+004	(8.94322203794532e+001dB,-1.55362227602250e+002°)
3.23593656929623e+004	(8.95093564394272e+001dB,-1.55819480899767e+002°)
3.31131121482586e+004	(8.95827617416955e+001dB,-1.56277246217201e+002°)
3.38844156139197e+004	(8.96525847389496e+001dB,-1.56734453910008e+002°)
3.46736850452526e+004	(8.97189739134210e+001dB,-1.57190150602703e+002°)
3.54813389233570e+004	(8.97820765916281e+001dB,-1.57643490463293e+002°)
3.63078054770096e+004	(8.98420379783108e+001dB,-1.58093726620476e+002°)
3.71535229097167e+004	(8.98990003842541e+001dB,-1.58540202861879e+002°)
3.80189396320555e+004	(8.99531026226879e+001dB,-1.58982345713381e+002°)
3.89045144994275e+004	(9.00044795499659e+001dB,-1.59419656965591e+002°)
3.98107170553491e+004	(9.00532617279883e+001dB,-1.59851706685021e+002°)
4.07380277804107e+004	(9.00995751880820e+001dB,-1.60278126724662e+002°)
4.16869383470329e+004	(9.01435412785161e+001dB,-1.60698604731501e+002°)
4.26579518801586e+004	(9.01852765803213e+001dB,-1.61112878636297e+002°)
4.36515832240159e+004	(9.02248928784368e+001dB,-1.61520731603026e+002°)
4.46683592150956e+004	(9.02624971773445e+001dB,-1.61921987410757e+002°)
4.57088189614868e+004	(9.02981917522174e+001dB,-1.62316506238587e+002°)
4.67735141287191e+004	(9.03320742281922e+001dB,-1.62704180823926e+002°)
4.78630092322631e+004	(9.03642376817024e+001dB,-1.63084932965102e+002°)
4.89778819368439e+004	(9.03947707588879e+001dB,-1.63458710340730e+002°)
5.01187233627264e+004	(9.04237578069823e+001dB,-1.63825483620000e+002°)
5.12861383991357e+004	(9.04512790152924e+001dB,-1.64185243839928e+002°)
5.24807460249764e+004	(9.04774105629643e+001dB,-1.64538000027448e+002°)
5.37031796370244e+004	(9.05022247712041e+001dB,-1.64883777045966e+002°)
5.49540873857616e+004	(9.05257902580101e+001dB,-1.65222613647614e+002°)
5.62341325190340e+004	(9.05481720937973e+001dB,-1.65554560713911e+002°)
5.75439937337148e+004	(9.05694319565684e+001dB,-1.65879679668873e+002°)
5.88843655355580e+004	(9.05896282855158e+001dB,-1.66198041049834e+002°)
6.02559586074348e+004	(9.06088164321380e+001dB,-1.66509723222364e+002°)
6.16595001861472e+004	(9.06270488081274e+001dB,-1.66814811226658e+002°)
6.30957344480183e+004	(9.06443750294329e+001dB,-1.67113395743781e+002°)
6.45654229034645e+004	(9.06608420560294e+001dB,-1.67405572170954e+002°)
6.60693448007586e+004	(9.06764943270418e+001dB,-1.67691439795971e+002°)
6.76082975391971e+004	(9.06913738909624e+001dB,-1.67971101061548e+002°)
6.91830970918925e+004	(9.07055205307898e+001dB,-1.68244660911166e+002°)
7.07945784384127e+004	(9.07189718839836e+001dB,-1.68512226208631e+002°)
7.24435960074979e+004	(9.07317635571921e+001dB,-1.68773905224234e+002°)
7.41310241300906e+004	(9.07439292357624e+001dB,-1.69029807180952e+002°)
7.58577575029172e+004	(9.07555007880798e+001dB,-1.69280041854750e+002°)
7.76247116628679e+004	(9.07665083648239e+001dB,-1.69524719223507e+002°)
7.94328234724269e+004	(9.07769804932525e+001dB,-1.69763949159610e+002°)
8.12830516164086e+004	(9.07869441666486e+001dB,-1.69997841161698e+002°)
8.31763771102658e+004	(9.07964249290812e+001dB,-1.70226504121457e+002°)
8.51138038202363e+004	(9.08054469556466e+001dB,-1.70450046121754e+002°)
8.70963589956067e+004	(9.08140331283609e+001dB,-1.70668574262730e+002°)
8.91250938133731e+004	(9.08222051078849e+001dB,-1.70882194512846e+002°)
9.12010839355895e+004	(9.08299834012627e+001dB,-1.71091011582110e+002°)
9.33254300796976e+004	(9.08373874258562e+001dB,-1.71295128815030e+002°)
9.54992586021420e+004	(9.08444355696594e+001dB,-1.71494648101082e+002°)
9.77237220955795e+004	(9.08511452481703e+001dB,-1.71689669800668e+002°)
9.99999999999984e+004	(9.08575329579961e+001dB,-1.71880292684798e+002°)
1.02329299228074e+005	(9.08636143273637e+001dB,-1.72066613886885e+002°)
1.04712854805088e+005	(9.08694041637004e+001dB,-1.72248728865191e+002°)
1.07151930523759e+005	(9.08749164984444e+001dB,-1.72426731374673e+002°)
1.09647819614317e+005	(9.08801646292390e+001dB,-1.72600713447045e+002°)
1.12201845430195e+005	(9.08851611596566e+001dB,-1.72770765378046e+002°)
1.14815362149686e+005	(9.08899180365937e+001dB,-1.72936975720997e+002°)
1.17489755493951e+005	(9.08944465854687e+001dB,-1.73099431285813e+002°)
1.20226443461739e+005	(9.08987575433507e+001dB,-1.73258217142766e+002°)
1.23026877081236e+005	(9.09028610901388e+001dB,-1.73413416630335e+002°)
1.25892541179415e+005	(9.09067668779056e+001dB,-1.73565111366561e+002°)
1.28824955169311e+005	(9.09104840585112e+001dB,-1.73713381263422e+002°)
1.31825673855639e+005	(9.09140213095914e+001dB,-1.73858304543737e+002°)
1.34896288259163e+005	(9.09173868590125e+001dB,-1.73999957760222e+002°)
1.38038426460286e+005	(9.09205885078839e+001dB,-1.74138415816337e+002°)
1.41253754462273e+005	(9.09236336522135e+001dB,-1.74273751988587e+002°)
1.44543977074590e+005	(9.09265293032827e+001dB,-1.74406037950020e+002°)
1.47910838816818e+005	(9.09292821068171e+001dB,-1.74535343794661e+002°)
1.51356124843618e+005	(9.09318983610219e+001dB,-1.74661738062652e+002°)
1.54881661891246e+005	(9.09343840335467e+001dB,-1.74785287765928e+002°)
1.58489319246109e+005	(9.09367447774402e+001dB,-1.74906058414220e+002°)
1.62181009735890e+005	(9.09389859461531e+001dB,-1.75024114041264e+002°)
1.65958690743753e+005	(9.09411126076403e+001dB,-1.75139517231050e+002°)
1.69824365246172e+005	(9.09431295576136e+001dB,-1.75252329144013e+002°)
1.73780082874935e+005	(9.09450413319896e+001dB,-1.75362609543032e+002°)
1.77827941003889e+005	(9.09468522185774e+001dB,-1.75470416819157e+002°)
1.81970085860995e+005	(9.09485662680444e+001dB,-1.75575808016961e+002°)
1.86208713666284e+005	(9.09501873041983e+001dB,-1.75678838859445e+002°)
1.90546071796322e+005	(9.09517189336192e+001dB,-1.75779563772413e+002°)
1.94984459975801e+005	(9.09531645546749e+001dB,-1.75878035908246e+002°)
1.99526231496885e+005	(9.09545273659469e+001dB,-1.75974307169015e+002°)
2.04173794466949e+005	(9.09558103740964e+001dB,-1.76068428228868e+002°)
2.08929613085400e+005	(9.09570164011940e+001dB,-1.76160448555615e+002°)
2.13796208950220e+005	(9.09581480915371e+001dB,-1.76250416431473e+002°)
2.18776162394952e+005	(9.09592079179753e+001dB,-1.76338378972889e+002°)
2.23872113856830e+005	(9.09601981877645e+001dB,-1.76424382149390e+002°)
2.29086765276773e+005	(9.09611210479655e+001dB,-1.76508470801379e+002°)
2.34422881531988e+005	(9.09619784904050e+001dB,-1.76590688656830e+002°)
2.39883291901945e+005	(9.09627723562118e+001dB,-1.76671078346785e+002°)
2.45470891568499e+005	(9.09635043399420e+001dB,-1.76749681419585e+002°)
2.51188643150954e+005	(9.09641759933053e+001dB,-1.76826538353743e+002°)
2.57039578276882e+005	(9.09647887285007e+001dB,-1.76901688569371e+002°)
2.63026799189534e+005	(9.09653438211732e+001dB,-1.76975170438034e+002°)
2.69153480392687e+005	(9.09658424129975e+001dB,-1.77047021290941e+002°)
2.75422870333812e+005	(9.09662855138958e+001dB,-1.77117277425322e+002°)
2.81838293126440e+005	(9.09666740038965e+001dB,-1.77185974108843e+002°)
2.88403150312656e+005	(9.09670086346382e+001dB,-1.77253145581918e+002°)
2.95120922666633e+005	(9.09672900305228e+001dB,-1.77318825057695e+002°)
3.01995172040196e+005	(9.09675186895233e+001dB,-1.77383044719553e+002°)
3.09029543251354e+005	(9.09676949836475e+001dB,-1.77445835715834e+002°)
3.16227766016832e+005	(9.09678191590632e+001dB,-1.77507228151581e+002°)
3.23593656929623e+005	(9.09678913358868e+001dB,-1.77567251076965e+002°)
3.31131121482585e+005	(9.09679115076404e+001dB,-1.77625932472074e+002°)
3.38844156139197e+005	(9.09678795403817e+001dB,-1.77683299227685e+002°)
3.46736850452526e+005	(9.09677951715137e+001dB,-1.77739377121599e+002°)
3.54813389233569e+005	(9.09676580082825e+001dB,-1.77794190790048e+002°)
3.63078054770095e+005	(9.09674675259740e+001dB,-1.77847763693636e+002°)
3.71535229097166e+005	(9.09672230658256e+001dB,-1.77900118077199e+002°)
3.80189396320555e+005	(9.09669238326721e+001dB,-1.77951274922897e+002°)
3.89045144994274e+005	(9.09665688923530e+001dB,-1.78001253895741e+002°)
3.98107170553490e+005	(9.09661571689147e+001dB,-1.78050073280683e+002°)
4.07380277804106e+005	(9.09656874416542e+001dB,-1.78097749910268e+002°)
4.16869383470328e+005	(9.09651583420607e+001dB,-1.78144299081715e+002°)
4.26579518801585e+005	(9.09645683507301e+001dB,-1.78189734462166e+002°)
4.36515832240158e+005	(9.09639157943477e+001dB,-1.78234067980674e+002°)
4.46683592150955e+005	(9.09631988428575e+001dB,-1.78277309705317e+002°)
4.57088189614867e+005	(9.09624155069704e+001dB,-1.78319467703637e+002°)
4.67735141287190e+005	(9.09615636362012e+001dB,-1.78360547884398e+002°)
4.78630092322630e+005	(9.09606409176724e+001dB,-1.78400553818393e+002°)
4.89778819368438e+005	(9.09596448759809e+001dB,-1.78439486535807e+002°)
5.01187233627263e+005	(9.09585728744976e+001dB,-1.78477344297368e+002°)
5.12861383991356e+005	(9.09574221185577e+001dB,-1.78514122336223e+002°)
5.24807460249763e+005	(9.09561896611092e+001dB,-1.78549812567223e+002°)
5.37031796370243e+005	(9.09548724115183e+001dB,-1.78584403260019e+002°)
5.49540873857615e+005	(9.09534671483957e+001dB,-1.78617878672119e+002°)
5.62341325190339e+005	(9.09519705375019e+001dB,-1.78650218637887e+002°)
5.75439937337147e+005	(9.09503791560294e+001dB,-1.78681398109355e+002°)
5.88843655355579e+005	(9.09486895248494e+001dB,-1.78711386644772e+002°)
6.02559586074347e+005	(9.09468981506543e+001dB,-1.78740147841087e+002°)
6.16595001861471e+005	(9.09450015803434e+001dB,-1.78767638707098e+002°)
6.30957344480182e+005	(9.09429964704871e+001dB,-1.78793808975082e+002°)
6.45654229034644e+005	(9.09408796752837e+001dB,-1.78818600350286e+002°)
6.60693448007584e+005	(9.09386483570902e+001dB,-1.78841945700211e+002°)
6.76082975391970e+005	(9.09363001243728e+001dB,-1.78863768189217e+002°)
6.91830970918924e+005	(9.09338332027841e+001dB,-1.78883980369172e+002°)
7.07945784384125e+005	(9.09312466460025e+001dB,-1.78902483244087e+002°)
7.24435960074977e+005	(9.09285405939490e+001dB,-1.78919165336506e+002°)
7.41310241300904e+005	(9.09257165869484e+001dB,-1.78933901796675e+002°)
7.58577575029170e+005	(9.09227779452254e+001dB,-1.78946553612918e+002°)
7.76247116628678e+005	(9.09197302236629e+001dB,-1.78956967004348e+002°)
7.94328234724267e+005	(9.09165817517311e+001dB,-1.78964973105766e+002°)
8.12830516164085e+005	(9.09133442675850e+001dB,-1.78970388090405e+002°)
8.31763771102656e+005	(9.09100336529984e+001dB,-1.78973013919361e+002°)
8.51138038202361e+005	(9.09066707714003e+001dB,-1.78972639956875e+002°)
8.70963589956065e+005	(9.09032824039286e+001dB,-1.78969045746236e+002°)
8.91250938133729e+005	(9.08999022670926e+001dB,-1.78962005297944e+002°)
9.12010839355893e+005	(9.08965720791906e+001dB,-1.78951293292305e+002°)
9.33254300796974e+005	(9.08933426199900e+001dB,-1.78936693630307e+002°)
9.54992586021419e+005	(9.08902746986502e+001dB,-1.78918010760803e+002°)
9.77237220955793e+005	(9.08874399086678e+001dB,-1.78895084142630e+002°)
1.00000000000000e+006	(9.08849210076365e+001dB,-1.78867806034786e+002°)
